,word,iliad_24,odyssey_1,corpus
115,βοητύς,0,1,1
116,ἐσσί,1,0,13
117,θυμός,3,2,222
118,Δαρδανίδη,2,0,2
119,τήν,9,9,318
120,ἁπτόμεναι,1,0,1
121,ἀρητόν,1,0,2
122,νέοι,0,1,21
123,νήποινοί,0,1,2
124,ὑψορόφοιο,1,0,2
125,ἀγαθόν,3,0,28
126,ἄστεα,0,1,4
127,ἔμοιγ,1,0,1
128,λάβῃσιν,1,1,3
129,λέβητος,0,1,7
130,Ἶρις,5,0,27
131,στίχας,0,1,31
132,θῆκε,2,1,38
133,κύπελλον,1,0,2
134,ἠδ,9,6,205
135,οἶκόνδε,0,4,18
136,Διός,6,3,255
137,συλεύειν,1,0,1
138,χεῖρας,4,3,117
139,ἕσπερος,0,1,3
140,ναῦται,0,1,7
141,κλείουσιν,0,1,1
142,ἔξοχα,2,0,11
143,ὀμφαλόεν,1,0,1
144,φίλην,0,1,54
145,ἑξείης,1,1,23
146,ἔεδνα,0,1,4
147,οἶον,2,2,33
148,τοῦ,10,10,228
149,ἑτάρους,0,2,26
150,ἀμιχθαλόεσσαν,1,0,1
151,κατήλυθον,0,1,7
152,Τροίης,0,2,14
153,ἐόντι,2,0,10
154,πύργου,1,0,7
155,ἀτρεκέως,2,5,32
156,δαΐφρονι,0,1,13
157,χλαίνας,2,0,15
158,φόρμιγγα,1,0,11
159,Διόθεν,2,0,3
160,θεοῖο,1,0,16
161,νόστος,0,1,6
162,πατέρ,4,2,28
163,παῖδ,1,0,20
164,ἔχῃσιν,0,3,4
165,ζυγῷ,1,0,1
166,οἴκου,1,0,11
167,ὑψαγόρην,0,1,1
168,αὐτῆς,2,1,40
169,σταίη,0,1,1
170,πημανέειν,1,0,1
171,ἐτάνυσσε,0,1,13
172,θάμβος,1,0,5
173,ἆνερ,1,0,1
174,κηδομένη,1,0,6
175,Κρονίδη,0,2,10
176,ἅρπυιαι,0,1,3
177,ἔξειμι,1,0,2
178,ἀραρυῖα,1,0,4
179,ἴσχειν,1,0,4
180,δμῳάς,1,0,13
181,ἄξει,2,0,6
182,δι,1,0,44
183,φάρε,1,0,3
184,ἐλέαιρον,0,1,1
185,ἀπήνῃ,1,0,3
186,Ἀνδρομάχη,1,0,6
187,οὐκί,0,1,10
188,ὅσσ,2,0,22
189,ὄπισθεν,2,0,22
190,Τροίηθεν,1,0,7
191,θάνατος,3,0,25
192,καθ,0,1,41
193,ἡμίονοι,2,0,5
194,πρῴην,1,0,2
195,ἦν,1,1,78
196,Ταφίοισι,0,2,2
197,μείλανι,1,0,1
198,μεγάροισι,6,2,75
199,ἠρήσαντο,0,1,7
200,μάλα,5,5,330
201,πυκάσας,1,0,1
202,φέρουσα,1,2,23
203,ἀποτμότατος,0,1,1
204,δουροδόκης,0,1,1
205,ὀδύρονται,1,0,2
206,τριτάτη,1,0,2
207,ὀψιγόνων,0,1,4
208,ἀτίτηλα,1,0,1
209,Αἰθίοπας,0,2,2
210,δεξιόν,2,0,21
211,ὑπερφιάλως,0,1,8
212,προσέφη,7,3,213
213,φῶτα,1,0,15
214,ἔτος,1,1,11
215,τεθνηότα,1,0,3
216,γυναῖκά,1,0,5
217,ἐξ,8,7,276
218,ἄκριτα,1,0,5
219,ἐπ,15,8,395
220,τερπομένοισι,0,1,2
221,χροΐ,1,0,42
222,ὄρνις,1,1,14
223,ἔγχος,0,4,129
224,λέλειπται,1,0,3
225,εἴη,4,1,98
226,ἔχε,1,1,56
227,ἐφιεμένῃ,1,0,1
228,πάϊς,6,2,78
229,ἐκκαλέσας,1,0,1
230,ἄιστος,0,1,1
231,Τροίηνδ,1,0,3
232,φασι,0,2,12
233,ἀπείρονα,1,1,11
234,ἐρχομένοιο,0,1,3
235,στορέσαι,1,0,5
236,ἀρέσθαι,0,1,12
237,μυρία,1,0,10
238,ἑταίρων,0,1,38
239,ἐρύξει,2,0,6
240,μήδε,2,0,4
241,ἄνδρεσσι,0,1,12
242,ὄλοισθε,0,1,2
243,ἕζοντο,0,1,6
244,ἧκεν,1,0,15
245,ἀμβρόσια,1,1,3
246,ἔχοντες,2,1,53
247,λεχέεσσι,2,1,12
248,κατ,5,1,148
249,ἵκοντο,2,0,40
250,Κυκλώπεσσι,0,1,3
251,γένειον,1,0,3
252,κίῃς,0,1,1
253,χάρμα,1,0,8
254,ἔλλαβε,2,1,16
255,ἀθανάτην,0,1,2
256,σπέσσι,0,2,7
257,ἀγάγωμι,1,0,1
258,ἰθύνοι,2,0,3
259,πέρνασχ,1,0,1
260,ἀσχαλόωσι,1,1,2
261,ὄζος,1,0,7
262,ἄλλας,0,1,8
263,μνῆσαι,1,0,8
264,καλήτορα,1,0,1
265,δεξιτερῆφι,1,0,3
266,πύθεται,0,1,2
267,δηλήμονες,1,0,1
268,ὁπποίης,0,1,2
269,μέλλεν,0,1,4
270,κρήδεμνα,0,1,7
271,ἀπάνευθε,2,0,35
272,κατέθηκαν,1,0,1
273,δαιδάλεον,0,1,3
274,ἄνακτος,1,0,71
275,τό,6,1,296
276,καθέηκα,1,0,1
277,καρπῷ,1,0,12
278,ὅν,5,5,214
279,ἀμύμονος,1,1,41
280,εἶβεν,1,0,2
281,ἄπεχε,1,0,1
282,ἐλάτης,1,0,1
283,κτερεϊζέμεν,1,0,1
284,ἄλκιμος,0,1,18
285,οἴω,2,0,15
286,αἰδῶ,1,0,7
287,αἴθ,1,0,13
288,ἐλεεινότερός,1,0,1
289,φίλτατε,2,0,2
290,ἔργα,3,2,127
291,κεφαλῆς,4,0,44
292,Ἀχιλλεύς,22,0,173
293,ἔασκεν,1,0,1
294,ἡβῶν,1,0,3
295,ἀλίτωμαι,1,0,1
296,δοίη,1,0,14
297,βλεφάροισιν,1,0,8
298,ὀμφαλός,0,1,1
299,ἄμμε,1,0,13
300,δέμας,1,0,42
301,θύραζε,1,0,34
302,πέλεται,1,1,10
303,ἐναλίγκιος,0,1,9
304,ἐμοί,2,2,169
305,ἐθελούσης,1,0,1
306,εἵνεκα,1,0,47
307,καλόν,3,6,67
308,ἐξαναβᾶσαι,1,0,1
309,ἐκέλευες,1,0,3
310,ἀλόχους,1,0,10
311,ἀπάνευθεν,0,1,9
312,ἡγήτορι,0,1,3
313,ἀπορραίσει,0,1,1
314,κέλευσε,1,0,13
315,τεταρπόμενός,0,1,1
316,κιοίτην,1,0,2
317,χρύσεον,1,0,15
318,ποίης,0,1,3
319,κόσμον,1,0,15
320,ἀμάξῃσιν,1,0,1
321,κατηφόνες,1,0,1
322,ὀρχηστύς,0,1,1
323,ὀλέσαι,1,0,3
324,ῥίψει,1,0,1
325,τῇδ,1,0,3
326,εὐλαί,1,0,2
327,ὁμαρτέων,1,0,1
328,πυρός,1,0,50
329,λόγοισιν,0,1,1
330,ἅλιον,2,0,17
331,ἠϋκόμοιο,1,0,15
332,δεύτατος,0,1,2
333,τραπέζας,0,1,9
334,οἶος,5,2,66
335,αἰσχροῖσιν,1,0,1
336,αὔριον,0,1,10
337,φίλοιο,2,0,10
338,καταμήσατο,1,0,1
339,πόσις,1,0,28
340,ὕπατε,0,2,4
341,παίδων,2,0,14
342,ἀνείρεαι,0,1,8
343,Ἴλου,0,1,4
344,ἄγων,3,1,32
345,στῆσαν,1,0,5
346,πίσυρας,1,0,4
347,πυρῇ,1,0,6
348,θεράποντες,1,1,19
349,ἄλεισον,1,0,8
350,ἔς,1,0,13
351,παρέξ,2,0,17
352,αὐτοῦ,0,1,172
353,κτενέει,2,0,3
354,πυλάων,2,0,15
355,ἦλθεν,0,1,48
356,ἄναξ,0,1,93
357,ἱσταμένη,1,0,14
358,θ,7,0,219
359,ξυνίει,0,1,5
360,ἀλόχῳ,1,1,15
361,ὅσσα,0,2,26
362,ἀλλήλους,3,0,58
363,οὕς,2,2,59
364,ἐπελθών,1,1,15
365,ἄμβροτος,1,0,3
366,θέσαν,4,0,20
367,Φόρκυνος,0,1,3
368,ποίησαν,3,0,7
369,κεραϊζομένην,1,0,1
370,ἐθρήνεον,1,0,1
371,κείνῳ,0,1,15
372,κῆρυξ,3,2,35
373,Διί,3,0,78
374,λέχε,1,0,1
375,πολεμίξομεν,1,0,1
376,ᾤχετο,0,1,16
377,ἔοικας,0,1,12
378,ἄρσας,0,1,1
379,ἐγκονέουσαι,1,0,3
380,φάρμακον,0,1,8
381,ἀοιδόν,0,2,11
382,φρένας,0,1,61
383,ἐϋξέστην,1,0,1
384,θυοσκόοι,1,0,1
385,κάρη,2,1,71
386,ἔδερόν,1,0,2
387,λάβε,1,0,24
388,γλυκερῷ,1,0,5
389,πᾶν,1,0,26
390,ἀμφίσταθ,1,0,1
391,ἦσθα,1,0,10
392,μέμονας,1,0,5
393,ὀρθαί,1,0,1
394,κίον,1,0,19
395,καρπαλίμως,2,0,42
396,μνάασθαι,0,1,1
397,φῶτ,1,0,5
398,νίζον,0,1,1
399,ἄλλαι,1,0,19
400,αὐτίκ,3,0,80
401,ὑγρήν,1,1,7
402,πολύφρονα,0,1,5
403,ἀνηρείψαντο,0,1,5
404,εὐνάς,1,0,8
405,χερί,1,0,3
406,μαζόν,1,0,11
407,νόημα,1,0,13
408,οἰκτίρων,1,0,1
409,ὄτρυν,1,0,2
410,νῆσος,0,1,5
411,χαίρει,1,0,3
412,λῦσον,2,0,4
413,ἷξον,1,0,11
414,λιλαιόμενόν,0,1,1
415,Ἕκτορα,13,0,77
416,ἠϊόνας,1,0,1
417,παρήμενος,0,2,8
418,πρότερος,2,0,33
419,ὁμόκλα,1,0,2
420,ὅτε,10,3,390
421,χέρνιβα,0,1,7
422,ἐμῶν,0,2,8
423,Ξάνθου,1,0,5
424,ἐντός,1,0,21
425,ἀλόχοιο,1,0,9
426,νέηται,0,2,3
427,μῆλα,1,0,50
428,ὄτρυνε,1,0,32
429,ἀλεγύνετε,0,1,3
430,κείνου,1,0,21
431,Πηλεΐωνος,1,0,14
432,καθεζώμεσθα,0,1,2
433,μάλιστά,1,0,6
434,Μερμερίδαο—,0,1,1
435,ἄλλους,4,0,55
436,τίπτέ,1,0,4
437,ἀχεύων,1,0,11
438,Ἴλοιο,1,0,1
439,κάλλιπεν,0,1,3
440,νηυσί,3,1,96
441,ἀΐξασα,1,0,8
442,ἠνώγει,1,0,8
443,Ἴλιος,1,0,7
444,χεῖρ,1,1,16
445,Φήμιε,0,1,1
446,ἀάσχετον,1,0,2
447,τέκνα,3,0,38
448,ἐέργει,1,0,6
449,ἱερά,0,1,14
450,οὔτ,10,5,134
451,πόθι,0,1,6
452,ἰδόντες,1,0,9
453,θυμῷ,11,5,230
454,ἠέ,4,5,190
455,ἵμερον,1,0,11
456,δῶκεν,1,2,24
457,εὐπέπλων,1,0,2
458,ἀπέβαινεν,1,0,1
459,Τρῳάδες,1,0,1
460,λοῦσαι,1,0,1
461,χιτῶνας,1,0,12
462,παννύχιοι,1,0,9
463,δυωδεκάτῃ,1,0,2
464,θεάς,1,0,1
465,ἐριδούπου,1,0,4
466,κτέρας,1,0,2
467,ὑπνώοντας,1,0,3
468,Βρισηΐς,1,0,2
469,ὅδ,0,3,29
470,κλήρῳ,1,0,4
471,Μέντῃ,0,1,2
472,ἠώς,6,0,25
473,φύντες,0,1,3
474,νύμφη,0,2,11
475,δειλοῖσι,1,0,7
476,κατέρεξεν,1,0,6
477,ἐπιχεῦαι,1,0,1
478,μέγαν,0,1,74
479,ἴδοιτο,2,0,8
480,ποικίλον,0,1,10
481,νοστῆσαι,0,1,5
482,ἀληθείην,1,0,9
483,γόος,1,0,2
484,νύκτα,3,0,31
485,ἀπήνης,3,0,8
486,ποιήσαιμεν,1,0,1
487,ὑπ,3,0,140
488,τετάρπετο,1,0,2
489,τεύξουσι,0,1,3
490,παλαιοί,0,1,2
491,μελίφρονα,1,0,9
492,εἵαθ,2,0,3
493,ἐπιδήμιοι,1,0,1
494,ἔρανος,0,1,1
495,ἄγχι,2,1,54
496,σύν,6,2,214
497,εἰ,10,9,399
498,μεγάρῳ,1,0,27
499,αἰπύν,0,2,25
500,κάματος,0,1,6
501,κειμήλια,1,0,15
502,ἤγαγον,1,1,10
503,δύναται,0,1,16
504,ὄρσο,1,0,4
505,διά,3,0,168
506,ἀνάσσοι,0,1,2
507,ἐπέσχε,1,0,6
508,κακῷ,1,1,10
509,μίστυλλόν,1,0,8
510,μαχλοσύνην,1,0,1
511,ἀρνεῖται,0,1,2
512,θοῦρος,1,0,2
513,Ἀχιλεύς,7,0,35
514,οὐδ,10,4,482
515,δῖε,1,0,6
516,ἄνωγα,0,1,13
517,λάθον,1,0,2
518,ἀνέρας,1,0,17
519,πέφραδ,0,1,6
520,γναμπτόν,1,0,1
521,γήραος,1,0,5
522,ἔστενε,1,0,4
523,μητέρα,0,2,23
524,ἔκλυε,1,0,14
525,ποταμοῖο,1,0,38
526,Ταφίων,0,1,2
527,ἐπιβώσομαι,0,1,2
528,κακιζόμενόν,1,0,1
529,δαΐζων,1,0,5
530,οἴχετ,0,1,3
531,νεμεσήσεαι,0,2,3
532,Μοῖραι,1,0,1
533,οἰωνῶν,2,1,4
534,ταχεῖα,1,0,4
535,δέσματ,0,1,1
536,ὀρέγεσθαι,1,0,1
537,σφιν,1,1,103
538,ἔχεαν,1,0,3
539,Πηλέϊ,1,0,1
540,δεινάς,1,0,1
541,κοτέσσεται,0,1,3
542,παυέσκετο,1,0,1
543,Ἴμβρου,1,0,3
544,ἰδέειν,1,0,16
545,κτείνεσκε,1,0,1
546,δυνήσεται,0,1,5
547,θυγάτηρ,1,4,52
548,ἠδέ,5,6,318
549,ἀγαθήν,1,0,5
550,Ἀγχιάλοιο,0,2,2
551,ἱκέτεω,2,0,2
552,Πάτροκλόν,1,0,4
553,Πέργαμον,1,0,1
554,Ἰθάκηνδ,0,1,1
555,ἀπέλυσεν,1,0,1
556,νηδύος,1,0,2
557,εἰσενόησεν,1,0,1
558,κρατερώνυχας,1,0,6
559,Ὀδυσῆος,0,4,64
560,ἑλόντ,1,0,2
561,πρῶτος,0,1,54
562,Μυρμιδόνες,1,0,11
563,μέχρις,1,0,1
564,αὐτόθι,1,0,24
565,κήδονται,1,0,1
566,εἰλαπίνη,0,1,1
567,ἀκτήν,1,0,8
568,τύνη,1,0,6
569,ἀμβροσίην,1,0,13
570,σκύζεσθαί,1,0,1
571,καθύπερθεν,2,0,14
572,φέρει,0,2,17
573,ἴσαν,2,1,35
574,ἔστι,1,0,52
575,εἶναι,2,8,137
576,ὄρεος,1,0,14
577,Διΐ,1,0,17
578,ἀελλόπος,2,0,3
579,οὐρεῦσι,1,0,1
580,σβέσαν,1,0,2
581,νοῆσαι,0,1,9
582,Ἥρη,3,0,99
583,λαῶν,1,0,106
584,πόποι,0,2,51
585,κατακτείνειε,1,0,2
586,ἔπε,0,1,6
587,κτάνον,1,0,3
588,αἰγῶν,1,0,21
589,ξείνοιο,0,1,5
590,ἀλφηστῇσιν,0,1,1
591,ταρπήμεναι,1,0,2
592,ἐτύπη,1,0,1
593,φόνῳ,1,0,3
594,κυλινδόμενος,2,0,5
595,πίθηαι,0,1,4
596,οἴνῳ,1,0,14
597,κεῖσε,0,1,8
598,λήσομαι,0,1,1
599,ἔδωκε,1,1,34
600,ἀγόρευεν,0,1,6
601,ἶσα,0,1,14
602,πρῶτον,4,0,87
603,λοεσσάμενός,0,1,2
604,πέρσεται,1,0,1
605,θεός,4,0,131
606,ἄντιτα,1,0,3
607,ἔπειτ,1,2,103
608,Ὀρέσταο,0,1,1
609,πολύ,2,1,107
610,ἵν,1,1,46
611,Πολύκτωρ,1,0,2
612,γῆμ,0,1,1
613,ἔπειτα,18,11,349
614,θάνατον,1,0,40
615,πυρί,1,0,56
616,τόσους,1,0,3
617,κομίζω,1,0,1
618,Ἕλενόν,1,0,1
619,οἴη,0,1,19
620,αἴσιον,1,0,1
621,ἁψάμενος,1,0,3
622,λήθεσκεν,1,0,1
623,ὑμά,0,1,2
624,ἄρα,20,4,575
625,ἡμέων,0,1,9
626,ὦ,5,2,179
627,ἐλαφρότεροι,0,1,1
628,μόρον,1,3,14
629,ἐγγύθεν,1,0,42
630,ποσσῆμαρ,1,0,1
631,ἐφεστάμεν,0,1,1
632,περί,16,5,354
633,οἶκος,0,1,9
634,ἀκούοντες,0,1,4
635,ἀπ,3,0,106
636,ἄσπετον,2,0,14
637,ἄπιστος,1,0,4
638,ὠκύς,5,0,39
639,ποτί,3,0,65
640,ἐόντος,1,1,16
641,ἀθανάτοισιν,2,1,33
642,ὁ,0,8,298
643,αἰεί,6,5,163
644,ἐϋπήκτου,1,0,1
645,κειμήλιον,0,1,4
646,ἐθέλοντ,1,0,1
647,κατέρυκε,0,1,11
648,τέ,5,7,117
649,πολλούς,1,0,20
650,δεδίασιν,1,0,1
651,θοῆς,0,1,4
652,ἐρέω,1,0,64
653,πρηνής,1,0,12
654,πέλευ,1,0,1
655,τέκεν,1,0,10
656,κόμιζε,0,1,3
657,πόλλ,1,2,59
658,φίλα,0,1,34
659,ἀπέτισεν,0,1,2
660,ἔλαυνε,2,0,6
661,ἐόντ,1,0,8
662,τηλόθ,0,1,5
663,σῆμ,3,0,4
664,τοῦτο,1,2,41
665,σύ,13,2,373
666,κοιμήσαντο,1,0,8
667,κλαῖεν,1,1,6
668,κλαῖ,1,0,2
669,ἐέλμεθα,1,0,1
670,τεόν,1,0,19
671,ζεύξειεν,1,0,1
672,ὀδύρεο,1,0,2
673,ἑσταότες,1,0,9
674,ἤν,0,2,31
675,αἶψά,0,1,16
676,κατείβετο,1,0,2
677,ἐρικυδέα,1,0,8
678,μέλας,0,1,2
679,μαλακοῖσι,0,1,2
680,ἐδήσατο,1,1,12
681,λωβητόν,1,0,1
682,γόνος,1,0,5
683,ῥέξω,1,0,5
684,ἥβη,1,0,2
685,θαλπωρή,0,1,3
686,πεπνυμένον,0,1,3
687,ἐπαλαστήσασα,0,1,1
688,σός,1,0,12
689,λυγρόν,1,1,16
690,ἦλθ,2,0,18
691,ὑπάτῃ,1,0,2
692,τρύχουσι,0,1,3
693,χρή,0,2,55
694,ἄμφεπον,1,0,3
695,ταλασίφρονος,0,2,11
696,βασιλῆες,1,1,16
697,ἄγγελον,3,0,7
698,μεμνημένος,2,0,8
699,πεσσοῖσι,0,1,1
700,τετιηότι,1,0,3
701,ἐποτρύνω,0,1,2
702,ῥέζων,1,1,4
703,εἰσορόωντες,1,0,9
704,ἐλεύσεσθαι,0,1,11
705,κραδίην,1,0,15
706,λήθεις,1,0,2
707,ἰόντες,1,0,26
708,πῇ,2,0,17
709,ἄνσχεο,2,0,3
710,ἐποίχεσθαι,0,1,6
711,ὡς,11,5,539
712,κώκυσέν,1,0,2
713,λέλυται,1,0,2
714,ἡμῖν,0,2,69
715,ἐναίσιμα,1,0,4
716,νόος,2,1,40
717,ἀγορήν,0,2,33
718,ἀνδροφόνον,0,1,1
719,ἐκ,15,8,557
720,εἵην,1,0,1
721,Ἀγάθωνά,1,0,1
722,τηλόθι,3,0,9
723,ἔνδοθεν,1,0,7
724,βλάπτουσι,0,1,1
725,ἔσω,3,0,7
726,κάμε,1,0,11
727,μενέαινεν,0,1,2
728,ἡδύν,0,1,7
729,ἑτέρου,1,0,2
730,ἔκτανεν,1,0,5
731,εὔχεο,2,0,9
732,τοκεῦσι,1,0,4
733,κέδρινον,1,0,1
734,ἀγύρει,1,0,2
735,ἐλύσαο,1,0,1
736,ἐμόν,2,2,104
737,φῶτες,0,1,5
738,λαοῖσί,1,0,1
739,ῥίμφα,2,0,16
740,ἀποδρύφοι,1,0,2
741,δυωδεκάτη,2,0,6
742,ἑῇσι,1,0,1
743,ἀρηϊφάτους,1,0,2
744,τοί,4,4,171
745,ἀμῦναι,1,0,9
746,ὑβρίζοντες,0,1,6
747,κύσε,1,0,6
748,φυλάκους,1,0,1
749,νόου,1,0,3
750,προσέειπε,8,2,128
751,Ἀφροδίτῃ,1,0,7
752,τί,7,4,219
753,ἅλιαι,1,0,1
754,Ἠελίοιο,0,1,13
755,μένω,1,0,3
756,περιφραζώμεθα,0,1,1
757,Νηίῳ,0,1,1
758,δυσμόρῳ,0,1,3
759,εἴσιδ,0,1,1
760,νυοί,1,0,2
761,Νέστορα,0,1,9
762,χαίρετ,1,0,2
763,ἕν,0,1,8
764,βασιλῆα,1,1,20
765,ἐφ,4,1,47
766,ξύν,0,1,9
767,ἐμπάζεο,0,2,2
768,γενεῇ,0,1,12
769,Πάτροκλον,1,0,25
770,παρμέμβλωκεν,1,0,1
771,τόδ,3,2,47
772,Ἀχιλλεῦ,1,0,22
773,ἀρήν,1,0,7
774,ἵππους,9,0,194
775,δοκέουσι,0,1,2
776,κτερίσαιεν,1,0,1
777,θήσετε,1,0,1
778,αὐτόθ,1,0,10
779,νιψάμενος,1,0,3
780,πομπός,2,0,3
781,κατερύκανε,1,0,1
782,ἐπένειμε,1,0,3
783,ἄσεσθε,1,0,1
784,Ἶρι,1,0,6
785,κυλίνδει,0,1,2
786,ἑνδεκάτῃ,1,0,1
787,ἐμῷ,2,0,39
788,νήποινον,0,2,6
789,ᾧ,6,2,92
790,ἀνδροφόνους,1,0,3
791,εἵλετο,1,1,38
792,θηοῖό,1,0,1
793,ἔπεα,2,1,128
794,εἴπω,1,2,48
795,ῥήγεα,1,0,11
796,ἑήνδανεν,1,0,1
797,Πριάμοιο,3,0,69
798,πανάποτμος,2,0,2
799,φορμίζων,0,1,3
800,ἑλίκωπες,1,0,3
801,θρόνον,1,1,10
802,ποιμένι,1,0,28
803,ἐυξόου,0,1,1
804,ἐξέλετο,1,0,4
805,ἐγείρει,1,0,4
806,στεναχίζω,0,1,4
807,θύρην,1,1,8
808,βασιλῆος,1,0,20
809,ὅππως,0,2,19
810,ἐπιδεύετ,1,0,1
811,ἐποιχόμενος,1,0,9
812,εὐρύ,0,1,39
813,εἰλήλουθα,1,0,7
814,ἴδω,1,0,3
815,ἐξεσίην,1,0,2
816,γηράσκοντα,1,0,2
817,λιλαιομένη,0,1,5
818,σφάζουσι,0,1,2
819,πόρε,1,0,24
820,παλάμῃσιν,1,0,4
821,σπερχομένοιο,1,0,1
822,τηλεκλυτός,0,1,1
823,φώς,0,1,18
824,ἐλεαίρεσκον,1,0,1
825,κίονα,0,1,5
826,δοιώ,3,0,8
827,κῆρ,1,2,75
828,μέν,61,36,1880
829,ἀργυρότοξος,1,0,10
830,φίλης,0,2,11
831,ἐερσήεις,1,0,1
832,ἕζετο,1,1,32
833,κέρσαντες,1,0,1
834,ὁμοκλήσας,1,0,9
835,θείοιο,0,1,43
836,γέρας,1,0,39
837,βρῶσίν,0,1,5
838,ἀνέρι,0,1,9
839,κῆρι,3,0,15
840,ἀλωῆς,0,1,8
841,ἰσόθεος,0,1,14
842,πατρώιος,0,1,1
843,κήαιεν,1,0,1
844,κέ,2,2,113
845,φύγεν,0,1,12
846,ἔλασε,1,0,2
847,δμώων,0,1,11
848,δμῳῇσι,1,0,7
849,ἔδεισεν,2,0,8
850,φίλτατος,3,0,12
851,φέριστε,1,1,5
852,ἑρπύζοντ,0,1,1
853,ἐπίσκοπος,1,0,3
854,μῆλ,0,1,6
855,ἐξενάριξε,1,0,15
856,ἀσκελές,0,1,2
857,γοάοιμεν,1,0,1
858,θέσπιν,0,1,3
859,τότε,0,1,170
860,Ἄρης,2,0,50
861,ἔασας,1,0,2
862,κλέψαι,3,0,3
863,νύ,5,6,117
864,ἄλγε,1,1,22
865,ἀπαλεξήσαιμι,1,0,1
866,εἰσαγαγών,1,0,2
867,πόλις,1,1,28
868,ἐξέφερον,1,0,5
869,ἔθηκας,1,0,4
870,πότνι,0,1,3
871,ἐπίτειλον,1,0,1
872,ἀχνυμένῃ,1,0,1
873,πόντῳ,1,2,43
874,ἐγώ,19,8,528
875,Ἴλιον,5,0,85
876,ὠκύμοροί,0,1,3
877,κάκιστον,0,1,1
878,ἀπειπέμεν,0,1,1
879,ποτε,3,3,77
880,προκείμενα,1,1,14
881,νηός,0,2,96
882,ἐσόψεται,1,0,1
883,ἔχουσι,1,0,16
884,τῖ,1,0,2
885,περ,24,8,494
886,θεόν,1,2,33
887,καλλιζώνων,1,0,2
888,ὀφθαλμοῖσι,2,0,20
889,ξεῖνον,0,1,36
