,text,book,me
0,iliad,1,0.5813389597946512
1,odyssey,1,0.993714476314622
2,iliad,2,0.4114045167014559
3,odyssey,2,0.6254057688456922
4,iliad,3,0.37775699517483013
5,odyssey,3,0.8611170076846159
6,iliad,4,0.6253662212982319
7,odyssey,4,0.6394808154980243
8,iliad,5,0.463231608489142
9,odyssey,5,0.5516543782478146
10,iliad,6,0.3885394140692205
11,odyssey,6,0.2646445915163666
12,iliad,7,0.6104168685791991
13,odyssey,7,0.7535235364909104
14,iliad,8,0.5596478633470692
15,odyssey,8,0.7296586982305865
16,iliad,9,0.5780194649048033
17,odyssey,9,0.42582599573075985
18,iliad,10,0.8744309652032188
19,odyssey,10,0.509154318526765
20,iliad,11,0.40022575590733256
21,odyssey,11,0.7032013589592861
22,iliad,12,0.259388589277771
23,odyssey,12,0.3960948998116064
24,iliad,13,0.3782659856498386
25,odyssey,13,1.0697697967852253
26,iliad,14,0.5404018438923657
27,odyssey,14,0.6509554813961188
28,iliad,15,0.35207697494488105
29,odyssey,15,0.9513233707204332
30,iliad,16,0.34918529895513634
31,odyssey,16,1.2195979813561355
32,iliad,17,0.36187415228477127
33,odyssey,17,1.1549394997089404
34,iliad,18,0.40948071725232027
35,odyssey,18,0.8024418221204074
36,iliad,19,0.6112973541985575
37,odyssey,19,1.0625604152253445
38,iliad,20,0.38028942971792035
39,odyssey,20,0.8044460182098767
40,iliad,21,0.3625150411450473
41,odyssey,21,0.5455406577483558
42,iliad,22,0.46710286300645587
43,odyssey,22,0.8816498337632516
44,iliad,23,0.4166856700957418
45,odyssey,23,1.0431956419393502
46,iliad,24,0.5018698511219377
47,odyssey,24,0.8586610948494889
