,word,iliad_1,odyssey_1,corpus
1729,παρέθηκεν,0,1,5
1730,ἕνεκ,2,0,19
1731,λίσσομαι,1,0,6
1732,ἑοῖς,0,1,2
1733,δάκρυα,1,0,22
1734,Οὔλυμπόν,1,0,2
1735,ἱέμενος,0,1,6
1736,θύει,1,0,1
1737,φρονέοντα,1,0,2
1738,αὐτόν,2,2,116
1739,κρητῆρσι,0,1,1
1740,ἑτοῖμα,0,1,16
1741,δῷσι,1,1,3
1742,αἴσῃ,1,0,12
1743,ἔχουσιν,0,4,37
1744,ἀκούειν,0,1,4
1745,οὕνεκ,1,0,26
1746,κοτέοντος,1,0,1
1747,στήθεσσι,0,1,71
1748,ἄσβεστος,1,0,8
1749,προχόῳ,0,1,6
1750,παρτιθεῖ,0,1,1
1751,ἀντίοι,1,0,4
1752,πέδιλα,0,1,16
1753,εἴδεται,1,0,6
1754,ἀθάνατοι,0,1,31
1755,οἶδε,1,0,15
1756,ἕρδον,1,0,1
1757,ἀείρας,0,1,25
1758,ξεῖν,0,2,24
1759,ἀνιηθείς,0,1,2
1760,οἶτον,0,1,11
1761,φωνήσας,1,1,83
1762,εὐξαμένοιο,1,0,6
1763,Ἀτρεΐδη,4,0,49
1764,ἀκροτάτῃ,1,0,5
1765,ἔσφαξαν,1,0,3
1766,ἑτάροισιν,1,1,34
1767,Ἄργεϊ,1,0,6
1768,πόσιος,1,1,30
1769,οἴκαδ,3,0,45
1770,ἱμάντι,0,1,2
1771,ἀκέουσα,2,0,2
1772,ἔπλετο,0,1,36
1773,ὑπερῷ,0,1,10
1774,θεά,9,7,134
1775,κείρετ,0,1,2
1776,πρό,4,1,74
1777,πάσαντο,1,0,5
1778,ἔπερσεν,0,1,1
1779,ἐπερρώσαντο,1,0,1
1780,εἰδομένη,0,1,11
1781,ἐλθεῖν,0,1,31
1782,μνηστήν,0,1,2
1783,νόστιμον,0,3,11
1784,μελήσει,0,1,10
1785,αὐτήν,2,1,37
1786,ἀπηλεγέως,0,1,2
1787,οἵδε,1,1,17
1788,κε,8,9,302
1789,κραναήν,0,1,4
1790,Ἀχιλεῦ,1,0,13
1791,ἔκτα,0,1,7
1792,φωνήσασ,1,0,18
1793,σήμαιν,1,0,1
1794,εὐχόμεθ,0,1,6
1795,ἀλλήλοισιν,0,1,34
1796,καλεοίμην,1,0,2
1797,ἱστίον,1,0,2
1798,πέφραδε,0,1,3
1799,φηρσίν,1,0,1
1800,ἀκούων,1,0,11
1801,ἐπειγόμενός,0,1,4
1802,καλέσασ,1,0,1
1803,ἐπαγείρειν,1,0,1
1804,Κλυταιμνήστρης,1,0,1
1805,οὔτέ,6,0,31
1806,πατρίδα,0,1,82
1807,Ἀτρεΐωνα,1,0,3
1808,φύγον,0,1,7
1809,ἧς,0,2,32
1810,ὀΐεαι,1,0,1
1811,εἴπομεν,0,1,1
1812,πλέων,0,1,4
1813,ἀπειλήσω,1,0,2
1814,Πηνελόπεια,0,2,58
1815,ἴδεν,0,1,24
1816,ἀφύσσων,1,0,2
1817,ἥμενον,2,0,10
1818,ἀνόπαια,0,1,1
1819,βούλομ,1,0,3
1820,Δαναοί,1,0,25
1821,τοῦτ,1,3,13
1822,μῦθον,5,3,157
1823,ἀγγελίην,0,1,19
1824,πάθεν,0,1,3
1825,ἑοῖσι,1,0,2
1826,κούρη,0,1,36
1827,ξυνήϊα,1,0,2
1828,μύθῳ,4,0,35
1829,Ὀλύμπιε,1,1,4
1830,ἀναστάς,1,0,9
1831,Ὠγυγίην,0,1,4
1832,δεδαίαται,0,1,1
1833,Ἀχαιούς,4,2,123
1834,ἀνδροφόνοιο,1,0,13
1835,ἔειπες,2,0,42
1836,βίην,1,0,17
1837,Ἀντίνοος,0,1,33
1838,ἴδε,0,1,28
1839,Τηλέμαχ,0,2,26
1840,ἀπούρας,2,0,10
1841,ἀσπίδα,0,1,36
1842,πρῆξαι,1,0,3
1843,ἀποιχομένοιο,0,1,8
1844,Οὐρανίωνες,1,0,7
1845,ἐούσῃ,1,0,3
1846,στείλαντο,1,0,1
1847,καλέσασα,0,1,2
1848,ἀνιόντος,0,1,3
1849,τήνδε,1,0,7
1850,κήρ,1,0,4
1851,Τροίῃ,0,2,30
1852,Ἀπόλλωνα,2,0,10
1853,τῶν,6,4,264
1854,γόνον,0,1,10
1855,πλάζει,0,1,1
1856,ἐξέταμον,1,0,5
1857,σῇσι,1,0,17
1858,κτήματα,0,1,23
1859,κακήν,1,0,10
1860,ὄλεθρον,0,2,56
1861,μνηστήρων,0,2,36
1862,Θόωσα,0,1,1
1863,μήνιε,1,0,2
1864,δαίνυσθαι,0,1,2
1865,κ,5,2,239
1866,Φοίβῳ,1,0,1
1867,δασμός,1,0,1
1868,βένθεα,0,1,2
1869,μεταφρασόμεσθα,1,0,1
1870,πατήρ,2,3,114
1871,φησι,1,1,9
1872,πάσης,0,1,15
1873,ἕπεσθαι,0,1,13
1874,που,2,4,120
1875,ὄμοσσον,1,0,4
1876,ἄγοντες,1,0,12
1877,οὐκέτι,0,2,44
1878,Ἀγαμέμνων,11,0,101
1879,ἐλάφοιο,1,0,6
1880,τόδε,2,5,103
1881,βάτην,1,0,8
1882,μάκαρες,1,0,19
1883,ἀγόρευσον,0,1,7
1884,σόοι,1,0,4
1885,κλιθῆναι,0,1,2
1886,στήθεσσιν,2,0,56
1887,ἀπό,7,2,318
1888,κέν,4,2,102
1889,τύμβον,0,1,11
1890,ὀρεσκῴοισι,1,0,1
1891,γυναικῶν,0,1,50
1892,λεύκ,0,1,8
1893,ψυχάς,1,0,11
1894,υἱόν,3,1,170
1895,οἷο,0,1,7
1896,θεοῖς,2,1,30
1897,ἀφέλεσθέ,1,0,1
1898,ἰδυίῃσι,1,0,5
1899,ἱερήν,5,0,8
1900,ἔκτανε,0,2,10
1901,ἀγροῦ,0,2,11
1902,πάρος,3,1,102
1903,Πύλῳ,1,0,7
1904,ἀώτῳ,0,1,3
1905,ὀστέα,0,1,23
1906,γέροντι,1,0,13
1907,τέρπετ,1,0,2
1908,φορέουσι,1,0,5
1909,χαλκοχιτώνων,1,1,31
1910,ἀοιδῆς,0,1,5
1911,ἔπει,2,0,3
1912,κεχόλωται,0,1,1
1913,ἔκδυνε,0,1,1
1914,πόλιν,3,0,94
1915,ἐΰδμητον,1,0,3
1916,πατρίς,0,1,3
1917,ἄντην,1,0,20
1918,μνηστῆρσιν,0,3,36
1919,βιοῖο,1,0,3
1920,τούτῳ,0,1,14
1921,σκιόεντα,1,1,15
1922,ἐρυσσάμενος,1,0,19
1923,ἧστο,1,1,15
1924,ἰόν,1,0,7
1925,ἐπέοικε,1,0,5
1926,θρῆνυς,0,1,5
1927,ἑταίρῳ,1,0,9
1928,αὐτῇ,1,0,40
1929,ἀνάσχεο,1,0,3
1930,προέρεσσαν,1,0,1
1931,ἀμβρόσιαι,1,0,1
1932,βοῶπις,2,0,17
1933,θάμ,0,1,5
1934,ὑψηλός,0,1,2
1935,Δαναοῖσι,2,0,39
1936,δόμων,0,1,14
1937,ἐών,3,3,104
1938,ἀνάγοντο,1,0,2
1939,Χρύση,1,0,1
1940,ἐμάχοντο,1,0,12
1941,χρειώ,1,0,10
1942,εἰδέω,1,0,2
1943,Αἴγισθος,0,1,8
1944,βαθεῖαν,1,0,7
1945,ἀναιδέσι,0,1,6
1946,εἰσιν,2,0,22
1947,εἴδατα,0,1,9
1948,τούτοισιν,0,1,1
1949,ὄρνυται,0,1,4
1950,νυ,1,3,35
1951,φράσσεται,0,1,2
1952,κουλεόν,1,0,4
1953,γρηί,0,1,1
1954,ἐμοῖο,0,1,9
1955,πάμπαν,1,0,37
1956,ἅσσ,1,0,4
1957,ὕπνος,1,0,43
1958,ἠελίῳ,1,0,10
1959,μῆνιν,2,0,12
1960,φίλου,0,1,11
1961,ἄνθρωποι,0,1,11
1962,ἐχώσατο,1,0,3
1963,ἐντρέπεται,0,1,2
1964,ἠτίμασεν,1,0,1
1965,ὑπέρ,1,3,68
1966,εὗρεν,1,0,11
1967,πατρί,4,0,62
1968,μένον,0,1,19
1969,ἀγορήσατο,2,0,24
1970,ἀλλήλων,0,1,32
1971,ὑγρά,1,0,5
1972,ἱμείρεται,0,2,2
1973,γενέσθαι,0,2,34
1974,ἀφνειός,0,1,9
1975,τήνδ,1,0,5
1976,δεξιτερήν,0,1,6
1977,Τρῶες,1,0,131
1978,κεφαλῇ,2,0,23
1979,ἐναντίον,1,0,17
1980,Τροίην,1,1,27
1981,Ὀλύμπιοι,1,0,2
1982,οἷον,1,3,45
1983,αὐδήν,0,1,15
1984,κολεοῖο,1,0,2
1985,Ἠώς,1,0,42
1986,πεζόν,0,1,6
1987,νέκταρ,1,0,6
1988,καί,117,74,5282
1989,Ἰθάκῃ,0,3,15
1990,γαῖάν,0,1,3
1991,δατεῦντο,0,1,2
1992,γένετο,0,1,16
1993,πασσάλῳ,0,1,1
1994,ἀμειβόμενοι,0,1,3
1995,ὁππότε,1,0,43
1996,ἀέκητι,0,1,16
1997,σφῇσιν,0,1,2
1998,τιμῇ,1,0,3
1999,ποθέω,0,1,1
2000,ἀέθλων,0,1,12
2001,κτήματ,0,2,20
2002,ὄσσαν,0,1,2
2003,ἦεν,1,3,97
2004,μᾶλλον,1,3,70
2005,μάκαρός,0,1,1
2006,ποδός,1,0,17
2007,κρείσσων,1,0,14
2008,ἀνέμοιο,0,1,22
2009,τάχα,0,1,65
2010,μηρούς,1,0,6
2011,ἄριστος,2,0,42
2012,χαλκήρεας,0,1,4
2013,τούς,2,0,189
2014,ὅρκον,1,0,26
2015,μερόπων,1,0,9
2016,αἴτιοί,1,0,3
2017,νεμεσσήσαιτό,0,1,1
2018,ἔκ,3,1,77
2019,δουρί,1,0,134
2020,ἔροιτο,0,1,2
2021,φθονέεις,0,1,1
2022,κατερύκει,0,1,3
2023,φιληρέτμοισιν,0,2,3
2024,παῖδες,1,0,39
2025,ἔσχατοι,0,1,3
2026,ὕβριος,1,0,1
2027,σκέδασιν,0,1,2
2028,χαλκῷ,0,1,125
2029,κυανέῃσιν,1,0,3
2030,Οὔλυμπον,3,0,11
2031,λευκωλένῳ,1,0,3
2032,ἀνθρώπους,0,2,36
2033,βοῦς,1,2,30
2034,ἀρνύμενος,0,1,2
2035,μήνι,1,0,2
2036,ἀγορεύσω,0,2,14
2037,παλίλλογα,1,0,1
2038,τελέσσῃ,1,0,3
2039,τέκε,1,1,39
2040,θαύμαζον,0,1,6
2041,ὄσσε,2,0,57
2042,φέρτερός,2,0,8
2043,ὀβριμοπάτρη,0,1,3
2044,Θεστορίδης,1,0,1
2045,ἐγών,2,4,150
2046,γέροντος,2,0,28
2047,ἀνεκτά,1,0,2
2048,εὔχεται,1,2,17
2049,ἄν,8,4,311
2050,ἀλόχου,1,0,8
2051,λῦσαν,1,0,5
2052,τετύχθαι,0,1,2
2053,ᾔδη,1,0,20
2054,δώματα,1,2,49
2055,ἐτελείετο,1,0,2
2056,ἴτην,1,0,3
2057,ἔτρεφον,1,0,3
2058,δή,25,20,965
2059,ἀντιόων,0,1,1
2060,Ζηνός,0,1,22
2061,κεχαροίατο,1,0,1
2062,δεκάτῃ,1,0,8
2063,τόσον,0,1,22
2064,στενάχων,1,0,11
2065,μεῖναι,1,0,14
2066,ἐμέθεν,1,0,18
2067,λοιγόν,5,0,20
2068,ἀνθρώποισι,0,2,20
2069,φύγοιμεν,1,0,5
2070,ἐπιείκελον,1,0,3
2071,γυνή,1,0,35
2072,φεῦγε,1,0,2
2073,εὔχομαι,0,1,18
2074,παρέστη,0,1,10
2075,ἱστία,2,0,22
2076,ἔνθά,1,0,40
2077,λεῖβε,1,0,4
2078,ἔμικτο,0,1,1
2079,λιασθείς,1,0,6
2080,χθονί,1,1,34
2081,ποθή,1,0,9
2082,νέας,1,0,16
2083,βῆσε,1,0,2
2084,χαλκός,1,0,42
2085,φύλλά,1,0,1
2086,πυκιμηδέος,0,1,1
2087,ἦσαν,0,1,70
2088,βάλλ,1,0,3
2089,Ἕκτορος,1,0,51
2090,πέλασαν,1,0,4
2091,κίεν,1,0,11
2092,βηλοῦ,1,0,2
2093,οἴκῳ,1,2,55
2094,ἐριδαίνετον,1,0,2
2095,ἔσοντ,1,0,1
2096,ἐπιδήμιον,0,1,1
2097,μέλει,0,1,8
2098,διέπουσ,1,0,1
2099,τόσσοι,0,1,5
2100,ἠρᾶθ,1,0,2
2101,κάππεσον,1,0,4
2102,ἀσκήσασα,0,1,2
2103,ἰδυῖα,0,1,6
2104,ἀφύξειν,1,0,1
2105,πρῶτα,4,1,63
2106,μέδοντος,0,1,1
2107,βίῃ,1,0,22
2108,οὐ,16,10,538
2109,Ποσειδάωνι,0,1,18
2110,Κάλχαντα,1,0,1
2111,βῆ,3,3,139
2112,ἐμεῦ,3,1,26
2113,ἐδέξατο,1,1,15
2114,κώπῃ,1,0,1
2115,ἁδήσειεν,0,1,1
2116,ἕσπετο,0,1,12
2117,δῖα,0,2,60
2118,πλάγχθη,0,1,2
2119,ἀπερείσι,2,0,11
2120,μήτ,0,1,12
2121,χάλκεον,0,2,48
2122,περικλυτός,1,1,14
2123,Χρύσης,2,0,2
2124,ὑψηλοῖο,0,1,13
2125,αἰδοίη,0,1,20
2126,θάρσησε,1,0,1
2127,ὑπέδεισαν,1,0,1
2128,δῶκε,1,0,51
2129,ἔμμορε,1,0,4
2130,Ἀγαμέμνονα,1,0,17
2131,ἐΐσας,1,0,11
2132,οὕτω,1,0,63
2133,οἰωνοῖσί,1,0,1
2134,ἐπίηρα,2,0,2
2135,αἰτιόωνται,0,1,1
2136,ὀπίσσω,1,2,53
2137,δύστηνον,0,1,11
2138,ἔχοι,0,1,3
2139,ξεστήν,0,1,6
2140,ὤμων,1,0,31
2141,ἥρως,1,0,50
2142,ὀτρύνομεν,0,1,3
2143,βουλάς,2,0,22
2144,φίλη,1,0,34
2145,ἠΰκομος,1,0,3
2146,μελέτω,0,1,7
2147,ταῦτ,2,0,21
2148,Ἀχαιοί,11,0,200
2149,ὀβελοῖσιν,1,0,11
2150,ἰούς,0,1,3
2151,εἰδήσειν,1,0,1
2152,παλάμῃ,0,1,2
2153,πολυβενθέος,1,0,5
2154,ξεῖνος,0,3,43
2155,πίνακας,0,1,3
2156,κακόν,1,3,141
2157,ἔπεσιν,3,0,6
2158,σφῶϊν,1,0,14
2159,κεδνή,0,1,3
2160,αἷμα,1,0,47
2161,ἐρέτῃσιν,0,1,1
2162,ἅπαντες,1,1,22
2163,μήν,1,0,10
2164,ἐμαί,1,0,2
2165,ἀναθηλήσει,1,0,1
2166,κακοῖο,1,0,2
2167,ἐπετείλατο,0,1,1
2168,ἀνασχών,1,0,11
2169,πέμψαντες,0,1,1
2170,οὕτως,1,0,34
2171,ἀκουόντεσσι,0,1,1
2172,ἵνα,4,4,130
2173,χωόμενος,3,0,17
2174,Πριάμοιό,1,0,5
2175,πεφυγμένος,0,1,1
2176,γνώμεναι,0,1,4
2177,βαρείας,1,0,2
2178,νόον,0,2,41
2179,ἐσκίδναντο,1,0,4
2180,πολυμήχανός,0,1,1
2181,ἠμαθόεντα,0,1,3
2182,πλεόνεσσιν,1,0,3
2183,ἐϋκνήμιδες,1,0,17
2184,οὐκ,7,4,375
2185,ἔδησαν,2,0,8
2186,ἐκπέρσαι,1,0,3
2187,ἀνδρός,0,2,58
2188,κῦμα,3,1,64
2189,ἐμπεφυυῖα,1,0,1
2190,ἀριστήεσσιν,1,0,5
2191,μάχῃ,1,0,17
2192,ἀργυρόπεζα,2,0,12
2193,ἐρέθῃσιν,1,0,1
2194,νοστήσαντα,0,2,12
2195,Πηλεΐδης,3,0,24
2196,ναιετοώσης,0,1,1
2197,ἀπονοστήσειν,1,0,6
2198,ᾗσι,0,1,17
2199,κάκ,2,1,27
2200,ὁδοῖο,0,2,14
2201,πατρώιόν,0,1,1
2202,οἴκοιο,0,1,4
2203,ἀτιμοτάτη,1,0,1
2204,αὐτίκα,2,1,108
2205,πρῶτ,0,1,7
2206,ἐκάλυψαν,1,0,4
2207,ἀνιόντα,0,1,3
2208,σκαιῇ,1,0,3
2209,χόλοιο,1,0,5
2210,Εὐρύκλει,0,1,3
2211,λῖτα,0,1,2
2212,ἔβαλον,1,0,12
2213,τεοῖσι,0,1,3
2214,σκίδνασθαι,0,1,1
2215,ἔχον,1,0,65
2216,ἐπιγνάμψασα,1,0,1
2217,Αἴαντος,1,0,25
2218,χαρίζετο,0,1,1
2219,ἐσσόμενα,1,0,1
2220,ἔω,1,0,2
2221,ἐφῆκεν,1,0,4
2222,ὀλέθρῳ,0,1,5
2223,Αἰγίσθοιο,0,2,6
2224,νεμεσσήθη,0,1,1
2225,ὠκύμορος,1,0,2
2226,σοῖσι,1,0,8
2227,Ἀχιλλῆϊ,1,0,11
2228,δόμονδε,0,1,9
2229,ἀνάγκῃ,0,1,31
2230,ὕβριν,1,1,12
2231,κλυτόν,0,1,18
2232,ὤ,2,2,79
2233,πολλάς,1,0,14
2234,ἔλεψε,1,0,1
2235,χέρηϊ,1,0,1
2236,κήρυκε,1,0,2
2237,θέτο,0,1,14
2238,Ἥφαιστον,1,0,7
2239,κύδιστε,1,0,18
2240,διείρεο,1,0,2
2241,φυήν,1,0,10
2242,ἀναστήσειεν,1,0,1
2243,ἀνέλοντο,1,0,3
2244,Πατρόκλεες,1,0,13
2245,ἐσθῆτός,0,1,1
2246,ἀφνειότεροι,0,1,1
2247,σιδήρεα,0,1,2
2248,ἀλεγίζω,1,0,3
2249,θελκτήρια,0,1,2
2250,κοίλῃς,1,1,11
2251,ὑπόσχεο,1,0,1
2252,Τενέδοιό,2,0,2
2253,οἷσιν,0,3,23
2254,ἐῴκει,0,1,12
2255,δαΐφρονος,0,2,28
2256,Ποσειδάωνος,0,1,6
2257,ἐρρύσατο,0,1,3
2258,ἐπαρξάμενοι,1,0,4
2259,Καλυψώ,0,1,19
2260,πολυάϊκος,1,0,2
2261,ὀλοόφρονος,0,1,5
2262,Πηλείδη,1,0,1
2263,κότον,1,0,6
2264,ἐπέπλεον,1,0,3
2265,Ἀτρεΐδαο,1,2,26
2266,πείθεσθαι,1,0,5
2267,ἀπόειπ,1,0,1
2268,ἕσπερον,0,1,3
2269,σ,4,3,162
2270,καλῇ,1,1,18
2271,κατανεύσομαι,1,0,1
2272,ζωός,0,1,18
2273,Εὐπείθεος,0,1,10
2274,πεπαρμένον,1,0,2
2275,αἰγιόχοιο,2,0,50
2276,δηθύνοντ,1,0,1
2277,ἔθελον,1,0,9
2278,μεθήμενος,0,1,1
2279,σκηπτοῦχος,1,0,3
2280,γόους,0,1,1
2281,ὀΐομαι,1,0,20
2282,οἴκοι,1,1,7
2283,τελείων,1,0,2
2284,ξυνέηκε,1,0,5
2285,ἐμῆς,0,1,22
2286,ἴδον,2,1,59
2287,προσεφώνεον,1,0,3
2288,ἑνός,0,1,8
2289,γῆρας,1,1,17
2290,ἔσσεται,4,2,61
2291,ὅ,37,10,910
2292,ἀνέρες,0,1,41
2293,τοίην,0,1,2
2294,ἐστιν,4,2,64
2295,ἡβήσῃ,0,1,1
2296,κτερεΐξαι,0,1,1
2297,τέκον,1,0,7
2298,μιν,17,11,644
2299,παιδός,3,2,34
2300,χερείων,1,0,3
2301,ὅττί,1,0,19
2302,αἰέν,2,2,71
2303,Δία,3,0,11
2304,οὖν,1,1,85
2305,χρυσόθρονος,1,0,11
2306,ἀμφιπόλοισι,0,2,22
2307,μαντεύεσθαι,1,0,3
2308,χιτῶνα,0,2,30
2309,ὀδύνας,0,1,5
2310,λισσομένη,1,0,7
2311,ἔτετμε,0,1,2
2312,ποτοῖο,1,1,5
2313,νοῦσον,1,0,2
2314,ἀμφιγυήεις,1,0,11
2315,χολωσέμεν,1,0,1
2316,ὁμάδησαν,0,1,5
2317,δῖον,0,1,66
2318,ὁδόν,1,1,43
2319,ἦμαρ,2,3,82
2320,φιλήσεαι,0,1,2
2321,κοσμήτορε,2,0,3
2322,ἑκάστῳ,1,1,35
2323,βούλομαι,1,0,3
2324,διαστήτην,1,0,2
2325,πρυμνήσι,1,0,6
2326,αὖτις,6,1,128
2327,ἐξαύδα,1,0,3
2328,αὖθ,1,0,36
2329,νῆ,0,1,4
2330,ταύτης,0,1,5
2331,βαρεῖαν,1,0,4
2332,κλισίας,3,0,19
2333,ὄμματα,0,1,10
2334,βεβήκει,1,1,27
2335,πίθεσθ,1,0,1
2336,δόσαν,3,0,19
2337,ῥέξαι,1,0,6
2338,ἕλκετο,1,0,5
2339,ὁππόθεν,0,1,4
2340,μάντις,2,1,8
2341,Τρώων,3,1,214
2342,νήσῳ,0,2,14
2343,πόθεν,0,1,14
2344,ἀκούσῃς,0,3,6
2345,νηυσίν,3,1,94
2346,Δουλιχίῳ,0,1,3
2347,ὕπνον,0,1,20
2348,Ὀρέστης,0,2,5
2349,ἄντα,0,1,34
2350,ἦρχ,1,0,21
2351,ἀντιθέῳ,0,1,11
2352,ποῖόν,0,1,8
2353,περίφρων,0,1,46
2354,ἄποινα,7,0,26
2355,αἰνῶς—,0,1,1
2356,βήσομεν,1,0,1
2357,ἀοιδός,0,1,18
2358,νίψασθαι,0,1,6
2359,εἰλήλουθας,1,0,10
2360,ὀτρηρώ,1,0,1
2361,σῆμά,0,1,7
2362,ἵκετο,1,0,37
2363,Φθίῃ,1,0,1
2364,νύμφῃ,0,1,2
2365,πυραί,1,0,1
2366,ἀνθρώπων,3,5,95
2367,ὄμβρῳ,0,1,5
2368,ἐπεστέψαντο,1,1,5
2369,μέλποντες,1,0,1
2370,μένοντες,0,1,18
2371,μέγιστον,1,1,11
2372,εἶμι,2,0,20
2373,καπνόν,0,1,6
2374,ἄειδον,1,0,1
2375,ποθ,1,0,10
2376,δαίς,0,1,2
2377,ἄνδρα,1,1,83
2378,ἤκουσεν,1,0,1
2379,αἴτιος,0,1,7
2380,Πύλου,1,0,13
2381,γαίων,1,0,4
2382,ἔδουσιν,0,1,13
2383,ποθι,1,2,19
2384,χέουσα,1,0,9
2385,διδόντος,0,1,1
2386,ἀργούς,1,0,1
2387,αὖτέ,1,0,8
2388,ἐβόλοντο,0,1,1
2389,ἐρείομεν,1,0,1
2390,τίνες,0,1,8
2391,ὅττι,1,3,52
2392,Ταλθύβιόν,1,0,1
2393,αἰδομένω,1,0,1
2394,κλῦθί,2,0,7
2395,ξανθῆς,1,0,1
2396,Οὐλύμποιο,2,1,24
2397,καλέσαντο,1,0,1
2398,πολυτρήτοισι,0,1,3
2399,πείσεις,1,0,7
2400,κρείων,5,0,55
2401,ἐπηπείλησ,1,0,1
2402,αἴθωνα,0,1,4
2403,ὑπερφιάλοισι,0,1,7
2404,τοὔνεκά,1,0,8
2405,στῆ,1,2,78
2406,εἰποῦσ,0,2,18
2407,ἀγκρεμάσασα,0,1,1
2408,γραίης,0,1,1
2409,ἴψαο,1,0,2
2410,μένεος,1,0,8
2411,ἔκτανον,0,1,2
2412,κιόντες,0,1,5
2413,πυκινῶς,0,1,15
2414,ἀλέεινε,0,1,5
2415,λέκτρῳ,0,1,2
2416,βουλέων,1,0,2
2417,ἀπόστιχε,1,0,1
2418,ἔτισεν,2,0,3
2419,μέλλει,1,0,7
2420,διδοῦσι,0,1,2
2421,ἐπιδήμιος,0,1,1
2422,ὀχθήσας,1,0,27
2423,οὐδέν,2,0,19
2424,ἔτλη,1,0,18
2425,ἐγένοντο,1,0,36
2426,μένων,1,0,14
2427,ὅσοι,1,1,26
2428,σιωπῇ,0,2,28
2429,ἰόνθ,1,0,1
2430,χαίρετε,1,0,2
2431,σφετέρῃσιν,0,1,2
2432,γλώσσης,1,0,1
2433,κέλεαί,1,0,1
2434,ἀπριάτην,1,0,2
2435,ἔμοιγε,2,0,8
2436,τόσσον,1,0,36
2437,φρένα,3,1,46
2438,νημερτές,1,0,12
2439,αἱμυλίοισι,0,1,1
2440,κλισίην,2,0,31
2441,ἑκατηβόλου,1,0,4
2442,ἐσθλῆς,1,0,3
2443,κρατερόν,3,0,27
2444,παλάμῃς,1,0,1
2445,σύνθετο,0,1,3
2446,κακῶν,1,0,19
2447,ἄγριοι,0,1,5
2448,βέλεσσιν,1,0,3
2449,ἀτρυγέτοιο,2,1,10
2450,Λαέρτης,0,1,12
2451,ἄνεμος,1,0,18
2452,Μενέλαον,0,1,31
2453,γούνασι,0,2,13
2454,ἰθύς,0,1,44
2455,μνηστῆρας,0,6,53
2456,Μενελάῳ,1,0,18
2457,τοῖος,0,2,30
2458,φῇσιν,0,1,1
2459,ἠμείβετ,5,3,72
2460,ἐχθοδοπῆσαι,1,0,1
2461,ὑπεροπλίῃσι,1,0,1
2462,μεταξύ,1,0,1
2463,ἄφενος,1,0,3
2464,ὦσε,1,0,15
2465,γένοντο,1,0,13
2466,ἔσεταί,1,0,3
2467,αὐτούς,1,0,41
2468,ξίφος,3,0,42
2469,εὗρον,1,0,16
2470,κανέοισιν,0,1,5
2471,ἐμός,0,2,34
2472,καθάπτεσθαι,1,0,1
2473,βασιλεύσει,0,1,1
2474,ἔθεεν,1,0,3
2475,πλοῦτον,1,0,2
2476,δηθά,0,2,16
2477,ἄρουρα,0,1,9
2478,πάντῃ,1,0,27
2479,ἔπλετ,1,0,2
2480,ἐπήν,0,1,45
2481,εἴδομεν,1,0,7
2482,ἄριστοι,0,2,66
2483,μεταλλᾷς,0,1,11
2484,σῖτον,0,2,32
2485,τίμησας,1,0,2
2486,ἐμισγόμεθ,0,1,2
2487,ὄφρ,6,2,137
2488,Ὀδυσσῆος,0,2,78
2489,Πεισηνορίδαο,0,1,3
2490,λυγρῆς,0,1,6
2491,βουλεύσαντε,1,0,2
2492,δῶρον,0,2,13
2493,Ἀθήνην,0,2,13
2494,μετεκίαθε,0,1,2
2495,παννύχιος,0,1,4
2496,καλέσας,0,1,4
2497,χθιζός,1,0,6
2498,φέρειν,1,0,12
2499,σίδηρον,0,1,9
2500,πότνια,3,0,66
2501,τοιοῦδ,0,1,4
2502,τοῖσι,5,5,142
2503,ἀρῆξαι,1,0,1
2504,αἰνότατε,1,0,6
2505,Θήβην,1,0,3
2506,ἐρίηρον,0,1,3
2507,κατανεύσω,1,0,1
2508,ἔφαθ,0,2,107
2509,προπάροιθε,0,1,40
2510,ἀποπαύε,0,1,1
2511,ληίσσατο,0,1,1
2512,μηδ,0,1,53
2513,ἀμοιβῆς,0,1,1
2514,λέλοιπεν,1,0,3
2515,νόσφιν,1,0,26
2516,ἠελίοιο,1,0,27
2517,παύσουσα,1,0,1
2518,σάφα,0,1,21
2519,κλισίης,1,0,14
2520,ἐπιεικές,1,0,8
2521,ἔφη,1,0,24
2522,δώματ,2,0,52
2523,ἰδοῦσ,1,0,3
2524,ῥινοῖσι,0,1,3
2525,ἡρώων,1,1,16
2526,δέδασται,1,0,3
2527,γλυκύ,1,0,1
2528,ποδάρκης,1,0,21
2529,ἠγνοίησεν,1,0,4
2530,δενδρήεσσα,0,1,1
2531,ἔχων,5,2,89
2532,ἠΰτ,1,0,2
2533,τετελεσμένος,1,0,1
2534,ἐπέρυσσε,0,1,1
2535,εἴπῃ,1,2,12
2536,θάλασσαν,0,1,14
2537,ἥμενοι,0,1,9
2538,ἐτέρπετο,0,1,2
2539,ταύρων,2,1,5
2540,ἀναβήμεναι,0,1,1
2541,ἔνθα,3,3,284
2542,πεπνυμένος,0,7,59
2543,ὅς,12,11,602
2544,νῆσον,0,1,29
2545,Τεμέσην,0,1,1
2546,Κρονίωνι,2,0,16
2547,ὁμηγερέες,1,0,9
2548,τέκνον,2,1,38
2549,ἀνέβη,1,0,1
2550,θοήν,1,1,36
2551,δίδωσιν,0,1,2
2552,κατεβήσετο,0,1,7
2553,Μενοιτιάδῃ,1,0,4
2554,καῖε,1,0,4
2555,θείω,0,1,7
