,text,book,me
0,iliad,1,0.17648641477426338
1,odyssey,1,0.22411444258253743
2,iliad,2,0.17847699910383616
3,odyssey,2,0.19049444910862406
4,iliad,3,0.18403295537242234
5,odyssey,3,0.1942177434530092
6,iliad,4,0.2051294481742858
7,odyssey,4,0.20270587232316517
8,iliad,5,0.19614467434933758
9,odyssey,5,0.20636581332326395
10,iliad,6,0.17931961887527495
11,odyssey,6,0.15038358702727833
12,iliad,7,0.2364889556576148
13,odyssey,7,0.19927933000665812
14,iliad,8,0.22008278013946433
15,odyssey,8,0.17814007843743687
16,iliad,9,0.17182217590904128
17,odyssey,9,0.18515212426964867
18,iliad,10,0.18776467462872204
19,odyssey,10,0.2077117818948103
20,iliad,11,0.19119407868561458
21,odyssey,11,0.19052259946923092
22,iliad,12,0.15227970224873413
23,odyssey,12,0.1838407307984405
24,iliad,13,0.1768723300421429
25,odyssey,13,0.21683290358204765
26,iliad,14,0.18747054878277616
27,odyssey,14,0.16493888821401978
28,iliad,15,0.1630160485874683
29,odyssey,15,0.2130395649145004
30,iliad,16,0.17425281676991014
31,odyssey,16,0.21934830423490112
32,iliad,17,0.1716952148574168
33,odyssey,17,0.2351260379240137
34,iliad,18,0.17751066567875948
35,odyssey,18,0.2101858561887857
36,iliad,19,0.17005051151460324
37,odyssey,19,0.1986139096619002
38,iliad,20,0.16217647340822877
39,odyssey,20,0.19975910159536742
40,iliad,21,0.15963476984470237
41,odyssey,21,0.19675616857565578
42,iliad,22,0.16088372129765197
43,odyssey,22,0.1948293832857241
44,iliad,23,0.17059441108083173
45,odyssey,23,0.20510150554901113
46,iliad,24,0.1710562208484778
47,odyssey,24,0.2131152739983963
