n	k	avg_time
2	1	2.390742779
3	1	3.187271476
3	2	1.736385345
4	1	4.106624436
4	2	2.234452868
4	3	1.599626327
5	1	4.944575167
5	2	2.678440523
5	3	1.96857419
5	4	1.598677611
6	1	5.756251311
6	2	3.224182391
6	3	2.317315793
6	4	1.865193677
6	5	1.630673099
7	1	6.637735009
7	2	3.690738559
7	3	2.676751232
7	4	2.159067416
7	5	1.887627339
7	6	1.646474981
8	1	7.409276915
8	2	4.118969822
8	3	2.997890115
8	4	2.463382888
8	5	2.131467366
8	6	1.886061692
8	7	1.714042616
9	1	8.272786832
9	2	4.651834846
9	3	3.35922718
9	4	2.705626583
9	5	2.377488112
9	6	2.128382254
9	7	1.965372992
9	8	1.824456239
10	1	9.144096446
10	2	5.153106093
10	3	3.763818884
10	4	3.062174439
10	5	2.639227533
10	6	2.339546895
10	7	2.132862353
10	8	1.985990572
10	9	1.880288959
11	1	9.97676301
11	2	5.618539548
11	3	4.063183689
11	4	3.343975663
11	5	2.905496836
11	6	2.53547802
11	7	2.345654249
11	8	2.16030736
11	9	2.012756634
11	10	1.937330747
12	1	10.82770481
12	2	6.121305442
12	3	4.496428585
12	4	3.644236779
12	5	3.145712852
12	6	2.818022156
12	7	2.545123959
12	8	2.33649199
12	9	2.206778026
12	10	2.118408704
12	11	2.005664992
13	1	11.873087
13	2	6.545355129
13	3	4.801106715
13	4	3.883414364
13	5	3.354237771
13	6	3.050744557
13	7	2.775447202
13	8	2.525204635
13	9	2.360257006
13	10	2.283587956
13	11	2.174490666
13	12	2.135436416
14	1	12.76041603
14	2	7.137939668
14	3	5.155056119
14	4	4.183221006
14	5	3.651651001
14	6	3.227757645
14	7	3.002246928
14	8	2.762221336
14	9	2.647859287
14	10	2.439093041
14	11	2.390088749
14	12	2.282678366
14	13	2.187847996
15	1	13.43120313
15	2	7.552828693
15	3	5.48900218
15	4	4.436848903
15	5	3.924429917
15	6	3.516962671
15	7	3.175296807
15	8	2.919905591
15	9	2.781015134
15	10	2.669732976
15	11	2.507478237
15	12	2.468355751
15	13	2.320546293
15	14	2.276713991
16	1	14.18351464
16	2	7.970268822
16	3	5.842177844
16	4	4.885311723
16	5	4.135667491
16	6	3.698831654
16	7	3.407782125
16	8	3.131630635
16	9	2.972408986
16	10	2.791396856
16	11	2.699699306
16	12	2.618738937
16	13	2.490307784
16	14	2.453252435
16	15	2.366585231
17	1	15.1221334
17	2	8.535944247
17	3	6.200094748
17	4	5.088426828
17	5	4.361470413
17	6	3.932266998
17	7	3.597179484
17	8	3.326161003
17	9	3.142899871
17	10	2.968148756
17	11	2.871173763
17	12	2.750070143
17	13	2.679391623
17	14	2.550103641
17	15	2.502032018
17	16	2.452275324
18	1	16.06051252
18	2	8.878344274
18	3	6.570192456
18	4	5.33699441
18	5	4.641790771
18	6	4.144725847
18	7	3.756649804
18	8	3.502294159
18	9	3.325807261
18	10	3.164194679
18	11	3.058283973
18	12	2.895385242
18	13	2.822827315
18	14	2.69165194
18	15	2.667128134
18	16	2.580746055
18	17	2.573119378
19	1	16.7459192
19	2	9.441042447
19	3	6.947073817
19	4	5.652584171
19	5	4.930293226
19	6	4.391824055
19	7	4.002916718
19	8	3.685354781
19	9	3.489752245
19	10	3.286060262
19	11	3.180143499
19	12	3.064337206
19	13	2.973540664
19	14	2.918286729
19	15	2.812871575
19	16	2.763046503
19	17	2.690891886
19	18	2.61665833
20	1	17.48469853
20	2	9.762401938
20	3	7.16093781
20	4	5.88367908
20	5	5.111176944
20	6	4.562220693
20	7	4.166547132
20	8	3.830414939
20	9	3.659165978
20	10	3.468633723
20	11	3.280941439
20	12	3.207863212
20	13	3.050066209
20	14	3.016647744
20	15	2.926751304
20	16	2.9272048
20	17	2.84215498
20	18	2.737848902
20	19	2.704881549
21	1	18.19296365
21	2	10.24536526
21	3	7.549557137
21	4	6.202543712
21	5	5.396166849
21	6	4.854888844
21	7	4.363777399
21	8	4.07692306
21	9	3.824039602
21	10	3.620918918
21	11	3.468334436
21	12	3.368892503
21	13	3.243743086
21	14	3.123844075
21	15	3.047032905
21	16	2.975525737
21	17	2.943221807
21	18	2.876001263
21	19	2.869274426
21	20	2.784318972
22	1	19.16460025
22	2	10.85497615
22	3	7.916628122
22	4	6.467276597
22	5	5.593998051
22	6	5.054505396
22	7	4.561491513
22	8	4.252932119
22	9	4.03186667
22	10	3.822225595
22	11	3.611160374
22	12	3.514686608
22	13	3.415373206
22	14	3.332994127
22	15	3.246957874
22	16	3.100174069
22	17	3.061057091
22	18	3.022010922
22	19	2.962372088
22	20	2.886361861
22	21	2.945072174
23	1	19.94256201
23	2	11.20864918
23	3	8.315816188
23	4	6.704408884
23	5	5.889790154
23	6	5.278528428
23	7	4.790061212
23	8	4.496848059
23	9	4.167956305
23	10	4.008554935
23	11	3.826432967
23	12	3.774666119
23	13	3.584445643
23	14	3.469201374
23	15	3.364421964
23	16	3.319482851
23	17	3.295969796
23	18	3.178167462
23	19	3.145207119
23	20	3.043185282
23	21	3.065442061
23	22	2.994782543
24	1	20.78550832
24	2	11.6887079
24	3	8.580720806
24	4	7.062852168
24	5	6.122292519
24	6	5.4706882
24	7	5.018913102
24	8	4.679381776
24	9	4.37913301
24	10	4.167270064
24	11	4.036051798
24	12	3.871052074
24	13	3.684971285
24	14	3.584316874
24	15	3.523712087
24	16	3.394438672
24	17	3.409692287
24	18	3.331047821
24	19	3.246087623
24	20	3.209861898
24	21	3.141144609
24	22	3.098579502
24	23	3.062978458
25	1	21.67153478
25	2	12.16250479
25	3	8.963084984
25	4	7.356646729
25	5	6.41047616
25	6	5.77260313
25	7	5.179576254
25	8	4.838474703
25	9	4.569079161
25	10	4.308118439
25	11	4.251181817
25	12	4.059362125
25	13	3.89151237
25	14	3.805911779
25	15	3.653339458
25	16	3.582645273
25	17	3.527460456
25	18	3.458598351
25	19	3.409021044
25	20	3.376622272
25	21	3.327941942
25	22	3.258303547
25	23	3.199962592
25	24	3.204398775
26	1	22.53704612
26	2	12.77306294
26	3	9.362141252
26	4	7.646133852
26	5	6.657432628
26	6	5.98128221
26	7	5.470083094
26	8	5.01738205
26	9	4.760277176
26	10	4.489754534
26	11	4.312783504
26	12	4.192974901
26	13	4.01831243
26	14	3.893970728
26	15	3.798179221
26	16	3.708716011
26	17	3.754021215
26	18	3.560745978
26	19	3.517530727
26	20	3.449887872
26	21	3.488970375
26	22	3.39618392
26	23	3.382698941
26	24	3.301260161
26	25	3.232304668
27	1	23.50773251
27	2	13.22035625
27	3	9.769161296
27	4	7.894503045
27	5	6.882924771
27	6	6.154872942
27	7	5.608113933
27	8	5.209092307
27	9	4.946530795
27	10	4.656174326
27	11	4.531257486
27	12	4.292055678
27	13	4.166794062
27	14	4.102007127
27	15	3.929293752
27	16	3.849590111
27	17	3.797784305
27	18	3.676597214
27	19	3.588094354
27	20	3.590343666
27	21	3.538885951
27	22	3.58760345
27	23	3.413592863
27	24	3.423750329
27	25	3.371010137
27	26	3.371991563
28	1	24.02489939
28	2	13.60399659
28	3	9.971132421
28	4	8.254291654
28	5	7.159292746
28	6	6.445419788
28	7	5.812602472
28	8	5.424090409
28	9	5.175360346
28	10	4.885757184
28	11	4.688259101
28	12	4.533790684
28	13	4.327706385
28	14	4.208178592
28	15	4.182035208
28	16	4.003281355
28	17	3.966548252
28	18	3.92142055
28	19	3.878545022
28	20	3.7107337
28	21	3.759222794
28	22	3.674577832
28	23	3.560372353
28	24	3.554292917
28	25	3.521378016
28	26	3.470504665
28	27	3.425555778
29	1	25.09702437
29	2	14.27893286
29	3	10.44833846
29	4	8.524172783
29	5	7.368128777
29	6	6.650760102
29	7	6.136809421
29	8	5.673387933
29	9	5.293336391
29	10	5.031898093
29	11	4.881349778
29	12	4.598062468
29	13	4.568589258
29	14	4.405750322
29	15	4.226268291
29	16	4.192534113
29	17	4.083926201
29	18	3.988940501
29	19	3.963618445
29	20	3.870044613
29	21	3.836534691
29	22	3.839392519
29	23	3.698248982
29	24	3.707073879
29	25	3.653050208
29	26	3.638351464
29	27	3.555048585
29	28	3.552037883
