text,book,line,meter,first_hemistich,second_hemistich
odyssey,3,1,DDDDDA,ἠέλιος δ ἀνόρουσε ,λιπὼν περικαλλέα λίμνην
odyssey,3,2,DDDDDA,οὐρανὸν ἐς πολύχαλκον ,ἵν ἀθανάτοισι φαείνοι
odyssey,3,3,SDDSDA,καὶ θνητοῖσι βροτοῖσιν ,ἐπὶ ζείδωρον ἄρουραν
odyssey,3,4,DSDDDA,οἱ δὲ πύλον νηλῆος ,ἐυκτίμενον πτολίεθρον
odyssey,3,5,SDDSDA,ἷξον τοὶ δ ἐπὶ θινὶ ,θαλάσσης ἱερὰ ῥέζον
odyssey,3,6,SDDDDA,ταύρους παμμέλανας ,ἐνοσίχθονι κυανοχαίτῃ
odyssey,3,7,DDSDDA,ἐννέα δ ἕδραι ἔσαν ,πεντακόσιοι δ ἐν ἑκάστῃ
odyssey,3,8,DSDDDA,ἥατο καὶ προύχοντο ,ἑκάστοθι ἐννέα ταύρους
odyssey,3,9,SDDDDA,εὖθ οἱ σπλάγχνα πάσαντο ,θεῷ δ ἐπὶ μηρί ἔκαιον
odyssey,3,10,SDDDDA,οἱ δ ἰθὺς κατάγοντο ,ἰδ ἱστία νηὸς ἐίσης
odyssey,3,11,DSSDDA,στεῖλαν ἀείραντες ,τὴν δ ὥρμισαν ἐκ δ ἔβαν αὐτοί
odyssey,3,12,DDSSDA,ἐκ δ ἄρα τηλέμαχος ,νηὸς βαῖν ἦρχε δ ἀθήνη
odyssey,3,13,DDDSDA,τὸν προτέρη προσέειπε ,θεά γλαυκῶπις ἀθήνη
odyssey,3,14,DSDSSA,τηλέμαχ οὐ μέν σε ,χρὴ ἔτ αἰδοῦς οὐδ ἠβαιόν
odyssey,3,15,DSDSDA,τοὔνεκα γὰρ καὶ πόντον ,ἐπέπλως ὄφρα πύθηαι
odyssey,3,16,DDDDDA,πατρός ὅπου κύθε γαῖα ,καὶ ὅν τινα πότμον ἐπέσπεν
odyssey,3,17,DSDDDA,ἀλλ ἄγε νῦν ἰθὺς ,κίε νέστορος ἱπποδάμοιο
odyssey,3,18,DDDSDA,εἴδομεν ἥν τινα μῆτιν ,ἐνὶ στήθεσσι κέκευθε
odyssey,3,19,SDDSDA,λίσσεσθαι δέ μιν αὐτός ,ὅπως νημερτέα εἴπῃ
odyssey,3,20,SDDSDA,ψεῦδος δ οὐκ ἐρέει ,μάλα γὰρ πεπνυμένος ἐστί
odyssey,3,21,SDSDDA,τὴν δ αὖ τηλέμαχος ,πεπνυμένος ἀντίον ηὔδα
odyssey,3,22,SDSSDA,‘μέντορ πῶς τ ἄρ ἴω ,πῶς τ ἂρ προσπτύξομαι αὐτόν
odyssey,3,23,DSDSDA,οὐδέ τί πω μύθοισι ,πεπείρημαι πυκινοῖσιν
odyssey,3,24,SDDDDA,αἰδὼς δ αὖ νέον ἄνδρα ,γεραίτερον ἐξερέεσθαι
odyssey,3,25,SDDSDA,τὸν δ αὖτε προσέειπε ,θεά γλαυκῶπις ἀθήνη
odyssey,3,26,DDDDDA,‘τηλέμαχ ἄλλα μὲν αὐτὸς ,ἐνὶ φρεσὶ σῇσι νοήσεις
odyssey,3,27,DSDDDA,ἄλλα δὲ καὶ δαίμων ,ὑποθήσεται οὐ γὰρ ὀίω
odyssey,3,28,DDDSDA,οὔ σε θεῶν ἀέκητι ,γενέσθαι τε τραφέμεν τε
odyssey,3,29,DSSDDA,ὣς ἄρα φωνήσασ ,ἡγήσατο παλλὰς ἀθήνη
odyssey,3,30,DDDDDA,καρπαλίμως ὁ δ ἔπειτα ,μετ ἴχνια βαῖνε θεοῖο
odyssey,3,31,SDSDDA,ἷξον δ ἐς πυλίων ,ἀνδρῶν ἄγυρίν τε καὶ ἕδρας
odyssey,3,32,DSDDDA,ἔνθ ἄρα νέστωρ ἧστο ,σὺν υἱάσιν ἀμφὶ δ ἑταῖροι
odyssey,3,33,SDDSDA,δαῖτ ἐντυνόμενοι ,κρέα τ ὤπτων ἄλλα τ ἔπειρον
odyssey,3,34,SSDDDA,οἱ δ ὡς οὖν ξείνους ,ἴδον ἁθρόοι ἦλθον ἅπαντες
odyssey,3,35,SSDDDA,χερσίν τ ἠσπάζοντο ,καὶ ἑδριάασθαι ἄνωγον
odyssey,3,36,SDSDDA,πρῶτος νεστορίδης ,πεισίστρατος ἐγγύθεν ἐλθὼν
odyssey,3,37,DDSDDA,ἀμφοτέρων ἕλε χεῖρα καὶ ,ἵδρυσεν παρὰ δαιτὶ
odyssey,3,38,DDDDDA,κώεσιν ἐν μαλακοῖσιν ,ἐπὶ ψαμάθοις ἁλίῃσιν
odyssey,3,39,DSDDDA,πάρ τε κασιγνήτῳ ,θρασυμήδεϊ καὶ πατέρι ᾧ
odyssey,3,40,DSSSDA,δῶκε δ ἄρα σπλάγχνων ,μοίρας ἐν δ οἶνον ἔχευεν
odyssey,3,41,SDSDDA,χρυσείῳ δέπαϊ ,δειδισκόμενος δὲ προσηύδα
odyssey,3,42,DSSDDA,παλλάδ ἀθηναίην ,κούρην διὸς αἰγιόχοιο
odyssey,3,43,DSDSDA,εὔχεο νῦν ὦ ξεῖνε ,ποσειδάωνι ἄνακτι
odyssey,3,44,SSSDDA,τοῦ γὰρ καὶ δαίτης ,ἠντήσατε δεῦρο μολόντες
odyssey,3,45,DSDDDA,αὐτὰρ ἐπὴν σπείσῃς ,τε καὶ εὔξεαι ἣ θέμις ἐστί
odyssey,3,46,SDDDDA,δὸς καὶ τούτῳ ἔπειτα ,δέπας μελιηδέος οἴνου
odyssey,3,47,DSDDDA,σπεῖσαι ἐπεὶ καὶ τοῦτον ,ὀίομαι ἀθανάτοισιν
odyssey,3,48,SSDDSA,εὔχεσθαι πάντες ,δὲ θεῶν χατέουσ ἄνθρωποι
odyssey,3,49,DDDDDA,ἀλλὰ νεώτερός ἐστιν ,ὁμηλικίη δ ἐμοὶ αὐτῷ
odyssey,3,50,DDSSDA,τοὔνεκα σοὶ προτέρῳ ,δώσω χρύσειον ἄλεισον
odyssey,3,51,SSDDDA,ὣς εἰπὼν ἐν χειρὶ ,τίθει δέπας ἡδέος οἴνου
odyssey,3,52,DSSDDA,χαῖρε δ ἀθηναίη ,πεπνυμένῳ ἀνδρὶ δικαίῳ
odyssey,3,53,DDSSDA,οὕνεκα οἷ προτέρῃ ,δῶκε χρύσειον ἄλεισον
odyssey,3,54,DDDSDA,αὐτίκα δ εὔχετο πολλὰ ,ποσειδάωνι ἄνακτι
odyssey,3,55,DSSDDA,κλῦθι ποσείδαον ,γαιήοχε μηδὲ μεγήρῃς
odyssey,3,56,SDDSDA,ἡμῖν εὐχομένοισι ,τελευτῆσαι τάδε ἔργα
odyssey,3,57,DSDDDA,νέστορι μὲν πρώτιστα ,καὶ υἱάσι κῦδος ὄπαζε
odyssey,3,58,DSDDDA,αὐτὰρ ἔπειτ ἄλλοισι ,δίδου χαρίεσσαν ἀμοιβὴν
odyssey,3,59,SDDSDA,σύμπασιν πυλίοισιν ,ἀγακλειτῆς ἑκατόμβης
odyssey,3,60,DDDSDA,δὸς δ ἔτι τηλέμαχον ,καὶ ἐμὲ πρήξαντα νέεσθαι
odyssey,3,61,DDDSDA,οὕνεκα δεῦρ ἱκόμεσθα ,θοῇ σὺν νηὶ μελαίνῃ
odyssey,3,62,DSDSDA,ὣς ἄρ ἔπειτ ἠρᾶτο ,καὶ αὐτὴ πάντα τελεύτα
odyssey,3,63,DDSDDA,δῶκε δὲ τηλεμάχῳ ,καλὸν δέπας ἀμφικύπελλον
