text,book,line,meter,first_hemistich,second_hemistich
iliad,17,1,DDDDDA,οὐδ ἔλαθ ἀτρέος υἱὸν ,ἀρηΐφιλον μενέλαον
iliad,17,2,SSDSDA,πάτροκλος τρώεσσι ,δαμεὶς ἐν δηϊοτῆτι
iliad,17,3,DDDDDA,βῆ δὲ διὰ προμάχων ,κεκορυθμένος αἴθοπι χαλκῷ
iliad,17,4,DSSDDA,ἀμφὶ δ ἄρ αὐτῷ βαῖν ,ὥς τις περὶ πόρτακι μήτηρ
iliad,17,5,DDSSDA,πρωτοτόκος κινυρὴ ,οὐ πρὶν εἰδυῖα τόκοιο
iliad,17,6,DSSSDA,ὣς περὶ πατρόκλῳ ,βαῖνε ξανθὸς μενέλαος
iliad,17,7,DDDDDA,πρόσθε δέ οἱ δόρυ τ ἔσχε ,καὶ ἀσπίδα πάντοσ ἐΐσην
iliad,17,8,DDSSDA,τὸν κτάμεναι μεμαὼς ,ὅς τις τοῦ γ ἀντίος ἔλθοι
iliad,17,9,DSDDDA,οὐδ ἄρα πάνθου υἱὸς ,ἐϋμμελίης ἀμέλησε
iliad,17,10,SDDDDA,πατρόκλοιο πεσόντος ,ἀμύμονος ἄγχι δ ἄρ αὐτοῦ
iliad,17,11,SDDDDA,ἔστη καὶ προσέειπεν ,ἀρηΐφιλον μενέλαον
iliad,17,12,DDDDDA,‘ἀτρεΐδη μενέλαε ,διοτρεφὲς ὄρχαμε λαῶν
iliad,17,13,DDDDDA,χάζεο λεῖπε δὲ νεκρόν ,ἔα δ ἔναρα βροτόεντα
iliad,17,14,SDSSDA,οὐ γάρ τις πρότερος ,τρώων κλειτῶν τ ἐπικούρων
iliad,17,15,SDDDSA,πάτροκλον βάλε δουρὶ ,κατὰ κρατερὴν ὑσμίνην
iliad,17,16,DDDSDA,τώ με ἔα κλέος ἐσθλὸν ,ἐνὶ τρώεσσιν ἀρέσθαι
iliad,17,17,DDDDDA,μή σε βάλω ἀπὸ δὲ ,μελιηδέα θυμὸν ἕλωμαι
iliad,17,18,DSDSDA,τὸν δὲ μέγ ὀχθήσας ,προσέφη ξανθὸς μενέλαος
iliad,17,19,DSDDDA,‘ζεῦ πάτερ οὐ μὲν καλὸν ,ὑπέρβιον εὐχετάασθαι
iliad,17,20,SDSDDA,οὔτ οὖν παρδάλιος ,τόσσον μένος οὔτε λέοντος
iliad,17,21,DSDDDA,οὔτε συὸς κάπρου ,ὀλοόφρονος οὗ τε μέγιστος
iliad,17,22,DSDDDA,θυμὸς ἐνὶ στήθεσσι ,περὶ σθένεϊ βλεμεαίνει
iliad,17,23,SSDDDA,ὅσσον πάνθου υἷες ,ἐϋμμελίαι φρονέουσιν
iliad,17,24,DDDDDA,οὐδὲ μὲν οὐδὲ βίη ,ὑπερήνορος ἱπποδάμοιο
iliad,17,25,SDDDDA,ἧς ἥβης ἀπόνηθ ,ὅτε μ ὤνατο καί μ ὑπέμεινε
iliad,17,26,DDDSDA,καί μ ἔφατ ἐν δαναοῖσιν ,ἐλέγχιστον πολεμιστὴν
iliad,17,27,DDDDDA,ἔμμεναι οὐδέ ἕ φημι ,πόδεσσί γε οἷσι κιόντα
iliad,17,28,SDDSDA,εὐφρῆναι ἄλοχόν ,τε φίλην κεδνούς τε τοκῆας
iliad,17,29,SDSDDA,ὥς θην καὶ σὸν ἐγὼ ,λύσω μένος εἴ κέ μευ ἄντα
iliad,17,30,SDDSDA,στήῃς ἀλλά σ ἔγωγ ,ἀναχωρήσαντα κελεύω
iliad,17,31,SDSDDA,ἐς πληθὺν ἰέναι ,μηδ ἀντίος ἵστασ ἐμεῖο
iliad,17,32,DDSDDA,πρίν τι κακὸν παθέειν ,ῥεχθὲν δέ τε νήπιος ἔγνω
iliad,17,33,DSDDDA,ὣς φάτο τὸν δ οὐ πεῖθεν ,ἀμειβόμενος δὲ προσηύδα
iliad,17,34,SDDDDA,‘νῦν μὲν δὴ μενέλαε ,διοτρεφὲς ἦ μάλα τείσεις
iliad,17,35,DDDDDA,γνωτὸν ἐμὸν τὸν ἔπεφνες ,ἐπευχόμενος δ ἀγορεύεις
iliad,17,36,SDDDDA,χήρωσας δὲ γυναῖκα ,μυχῷ θαλάμοιο νέοιο
iliad,17,37,SDDSDA,ἀρητὸν δὲ τοκεῦσι ,γόον καὶ πένθος ἔθηκας
iliad,17,38,SSDDDA,ἦ κέ σφιν δειλοῖσι ,γόου κατάπαυμα γενοίμην
iliad,17,39,DDDSDA,εἴ κεν ἐγὼ κεφαλήν ,τε τεὴν καὶ τεύχε ἐνείκας
iliad,17,40,SSDSDA,πάνθῳ ἐν χείρεσσι ,βάλω καὶ φρόντιδι δίῃ
iliad,17,41,SDDSDA,ἀλλ οὐ μὰν ἔτι δηρὸν ,ἀπείρητος πόνος ἔσται
iliad,17,42,DSSSDA,οὐδ ἔτ ἀδήριτος ,ἤτ ἀλκῆς ἤτε φόβοιο
iliad,17,43,SSDDDA,ὣς εἰπὼν οὔτησε ,κατ ἀσπίδα πάντοσ ἐΐσην
iliad,17,44,SSDSDA,οὐδ ἔρρηξεν χαλκός ,ἀνεγνάμφθη δέ οἱ αἰχμὴ
iliad,17,45,DDDDDA,ἀσπίδ ἐνὶ κρατερῇ ,ὃ δὲ δεύτερος ὄρνυτο χαλκῷ
iliad,17,46,DDDDDA,ἀτρεΐδης μενέλαος ,ἐπευξάμενος διὶ πατρί
iliad,17,47,DDDDDA,ἂψ δ ἀναχαζομένοιο ,κατὰ στομάχοιο θέμεθλα
iliad,17,48,DDDSDA,νύξ ἐπὶ δ αὐτὸς ἔρεισε ,βαρείῃ χειρὶ πιθήσας
iliad,17,49,SDDDDA,ἀντικρὺ δ ἁπαλοῖο ,δι αὐχένος ἤλυθ ἀκωκή
iliad,17,50,SDDDDA,δούπησεν δὲ πεσών ,ἀράβησε δὲ τεύχε ἐπ αὐτῷ
iliad,17,51,DSDDDA,αἵματί οἱ δεύοντο ,κόμαι χαρίτεσσιν ὁμοῖαι
iliad,17,52,SSDDSA,πλοχμοί θ οἳ χρυσῷ ,τε καὶ ἀργύρῳ ἐσφήκωντο
iliad,17,53,SDDDDA,οἷον δὲ τρέφει ἔρνος ,ἀνὴρ ἐριθηλὲς ἐλαίης
iliad,17,54,DDDDDA,χώρῳ ἐν οἰοπόλῳ ,ὅθ ἅλις ἀναβέβροχεν ὕδωρ
iliad,17,55,SDDSDA,καλὸν τηλεθάον ,τὸ δέ τε πνοιαὶ δονέουσι
iliad,17,56,SDSDDA,παντοίων ἀνέμων ,καί τε βρύει ἄνθεϊ λευκῷ
iliad,17,57,SDDSDA,ἐλθὼν δ ἐξαπίνης ,ἄνεμος σὺν λαίλαπι πολλῇ
iliad,17,58,SSDDDA,βόθρου τ ἐξέστρεψε ,καὶ ἐξετάνυσσ ἐπὶ γαίῃ
iliad,17,59,SSDDSA,τοῖον πάνθου υἱὸν ,ἐϋμμελίην εὔφορβον
iliad,17,60,DDDDDA,ἀτρεΐδης μενέλαος ,ἐπεὶ κτάνε τεύχε ἐσύλα
iliad,17,61,DDDDDA,ὡς δ ὅτε τίς τε λέων ,ὀρεσίτροφος ἀλκὶ πεποιθὼς
iliad,17,62,DDSDDA,βοσκομένης ἀγέλης ,βοῦν ἁρπάσῃ ἥ τις ἀρίστη
iliad,17,63,SDDDDA,τῆς δ ἐξ αὐχέν ἔαξε ,λαβὼν κρατεροῖσιν ὀδοῦσι
iliad,17,64,DDDDDA,πρῶτον ἔπειτα δέ θ αἷμα ,καὶ ἔγκατα πάντα λαφύσσει
iliad,17,65,SDDSDA,δῃῶν ἀμφὶ δὲ τόν ,γε κύνες τ ἄνδρές τε νομῆες
iliad,17,66,DSDDDA,πολλὰ μάλ ἰύζουσιν ,ἀπόπροθεν οὐδ ἐθέλουσιν
iliad,17,67,DDDSDA,ἀντίον ἐλθέμεναι ,μάλα γὰρ χλωρὸν δέος αἱρεῖ
iliad,17,68,SDDSDA,ὣς τῶν οὔ τινι θυμὸς ,ἐνὶ στήθεσσιν ἐτόλμα
iliad,17,69,DDDSDA,ἀντίον ἐλθέμεναι ,μενελάου κυδαλίμοιο
iliad,17,70,DDDDDA,ἔνθά κε ῥεῖα φέροι ,κλυτὰ τεύχεα πανθοΐδαο
iliad,17,71,DSDDDA,ἀτρεΐδης εἰ μή ,οἱ ἀγάσσατο φοῖβος ἀπόλλων
iliad,17,72,DDDDDA,ὅς ῥά οἱ ἕκτορ ἐπῶρσε ,θοῷ ἀτάλαντον ἄρηϊ
iliad,17,73,DDDSDA,ἀνέρι εἰσάμενος ,κικόνων ἡγήτορι μέντῃ
iliad,17,74,SSDDDA,καί μιν φωνήσας ,ἔπεα πτερόεντα προσηύδα
iliad,17,75,SDDDDA,‘ἕκτορ νῦν σὺ μὲν ὧδε ,θέεις ἀκίχητα διώκων
iliad,17,76,SDDDDA,ἵππους αἰακίδαο ,δαΐφρονος οἳ δ ἀλεγεινοὶ
iliad,17,77,DSDDDA,ἀνδράσι γε θνητοῖσι ,δαμήμεναι ἠδ ὀχέεσθαι
iliad,17,78,SDDDDA,ἄλλῳ γ ἢ ἀχιλῆϊ ,τὸν ἀθανάτη τέκε μήτηρ
iliad,17,79,DDDDDA,τόφρα δέ τοι μενέλαος ,ἀρήϊος ἀτρέος υἱὸς
iliad,17,80,SDSDDA,πατρόκλῳ περιβὰς ,τρώων τὸν ἄριστον ἔπεφνε
iliad,17,81,DSDDDA,πανθοΐδην εὔφορβον ,ἔπαυσε δὲ θούριδος ἀλκῆς
iliad,17,82,SDDDDA,ὣς εἰπὼν ὃ μὲν αὖτις ,ἔβη θεὸς ἂμ πόνον ἀνδρῶν
iliad,17,83,DDDDDA,ἕκτορα δ αἰνὸν ἄχος ,πύκασε φρένας ἀμφὶ μελαίνας
iliad,17,84,SDDDDA,πάπτηνεν δ ἄρ ἔπειτα ,κατὰ στίχας αὐτίκα δ ἔγνω
iliad,17,85,DDDDDA,τὸν μὲν ἀπαινύμενον ,κλυτὰ τεύχεα τὸν δ ἐπὶ γαίῃ
iliad,17,86,DSDDSA,κείμενον ἔρρει δ αἷμα ,κατ οὐταμένην ὠτειλήν
iliad,17,87,DDDDDA,βῆ δὲ διὰ προμάχων ,κεκορυθμένος αἴθοπι χαλκῷ
iliad,17,88,DSDDSA,ὀξέα κεκλήγων ,φλογὶ εἴκελος ἡφαίστοιο
iliad,17,89,NNNNNN,NA,NA
iliad,17,90,SDDDDA,ὀχθήσας δ ἄρα εἶπε ,πρὸς ὃν μεγαλήτορα θυμόν
iliad,17,91,DSDDDA,ὤ μοι ἐγὼν εἰ μέν ,κε λίπω κάτα τεύχεα καλὰ
iliad,17,92,SSDDDA,πάτροκλόν θ ὃς κεῖται ,ἐμῆς ἕνεκ ἐνθάδε τιμῆς
iliad,17,93,SDDDDA,μή τίς μοι δαναῶν ,νεμεσήσεται ὅς κεν ἴδηται
iliad,17,94,DDDSDA,εἰ δέ κεν ἕκτορι μοῦνος ,ἐὼν καὶ τρωσὶ μάχωμαι
iliad,17,95,SSDSDA,αἰδεσθείς μή πώς ,με περιστήωσ ἕνα πολλοί
