text,book,line,meter,first_hemistich,second_hemistich
odyssey,15,1,SDDDDA,ἡ δ εἰς εὐρύχορον ,λακεδαίμονα παλλὰς ἀθήνη
odyssey,15,2,DSDSDA,ᾤχετ ὀδυσσῆος ,μεγαθύμου φαίδιμον υἱὸν
odyssey,15,3,DSSDDA,νόστου ὑπομνήσουσα καὶ ,ὀτρυνέουσα νέεσθαι
odyssey,15,4,DDSDDA,εὗρε δὲ τηλέμαχον ,καὶ νέστορος ἀγλαὸν υἱὸν
odyssey,15,5,SDDSDA,εὕδοντ ἐν προδόμῳ ,μενελάου κυδαλίμοιο
odyssey,15,6,SDDSDA,ἦ τοι νεστορίδην ,μαλακῷ δεδμημένον ὕπνῳ
odyssey,15,7,DSDDDA,τηλέμαχον δ οὐχ ὕπνος ,ἔχε γλυκύς ἀλλ ἐνὶ θυμῷ
odyssey,15,8,DDDDDA,νύκτα δι ἀμβροσίην ,μελεδήματα πατρὸς ἔγειρεν
odyssey,15,9,SDDSDA,ἀγχοῦ δ ἱσταμένη ,προσέφη γλαυκῶπις ἀθήνη
odyssey,15,10,DDDDDA,τηλέμαχ οὐκέτι καλὰ ,δόμων ἄπο τῆλ ἀλάλησαι
odyssey,15,11,DDSSDA,κτήματά τε προλιπὼν ,ἄνδρας τ ἐν σοῖσι δόμοισιν
odyssey,15,12,DDSDDA,οὕτω ὑπερφιάλους ,μή τοι κατὰ πάντα φάγωσι
odyssey,15,13,DDDDDA,κτήματα δασσάμενοι ,σὺ δὲ τηϋσίην ὁδὸν ἔλθῃς
odyssey,15,14,SDDDDA,ἀλλ ὄτρυνε τάχιστα ,βοὴν ἀγαθὸν μενέλαον
odyssey,15,15,DDDDDA,πεμπέμεν ὄφρ ἔτι οἴκοι ,ἀμύμονα μητέρα τέτμῃς
odyssey,15,16,SDDSDA,ἤδη γάρ ῥα πατήρ ,τε κασίγνητοί τε κέλονται
odyssey,15,17,DSDDDA,εὐρυμάχῳ γήμασθαι ,ὁ γὰρ περιβάλλει ἅπαντας
