text,book,line,meter,first_hemistich,second_hemistich
iliad,9,1,SSDDDA,ὣς οἱ μὲν τρῶες ,φυλακὰς ἔχον αὐτὰρ ἀχαιοὺς
iliad,9,2,DDDDDA,θεσπεσίη ἔχε φύζα ,φόβου κρυόεντος ἑταίρη
iliad,9,3,DSDDDA,πένθεϊ δ ἀτλήτῳ ,βεβολήατο πάντες ἄριστοι
iliad,9,4,DDDDDA,ὡς δ ἄνεμοι δύο πόντον ,ὀρίνετον ἰχθυόεντα
iliad,9,5,SDSSDA,βορέης καὶ ζέφυρος ,τώ τε θρῄκηθεν ἄητον
iliad,9,6,SDDDDA,ἐλθόντ ἐξαπίνης ,ἄμυδις δέ τε κῦμα κελαινὸν
iliad,9,7,DSDDDA,κορθύεται πολλὸν ,δὲ παρὲξ ἅλα φῦκος ἔχευεν
iliad,9,8,DDDSDA,ὣς ἐδαΐζετο θυμὸς ,ἐνὶ στήθεσσιν ἀχαιῶν
iliad,9,9,DDDDDA,ἀτρεΐδης δ ἄχεϊ ,μεγάλῳ βεβολημένος ἦτορ
iliad,9,10,SSDSDA,φοίτα κηρύκεσσι ,λιγυφθόγγοισι κελεύων
iliad,9,11,SDSSDA,κλήδην εἰς ἀγορὴν ,κικλήσκειν ἄνδρα ἕκαστον
iliad,9,12,DSDSDA,μὴ δὲ βοᾶν αὐτὸς ,δὲ μετὰ πρώτοισι πονεῖτο
iliad,9,13,SDDDDA,ἷζον δ εἰν ἀγορῇ ,τετιηότες ἂν δ ἀγαμέμνων
iliad,9,14,DDSSDA,ἵστατο δάκρυ χέων ,ὥς τε κρήνη μελάνυδρος
iliad,9,15,DDSDDA,ἥ τε κατ αἰγίλιπος ,πέτρης δνοφερὸν χέει ὕδωρ
iliad,9,16,DDDSDA,ὣς ὃ βαρὺ στενάχων ,ἔπε ἀργείοισι μετηύδα
iliad,9,17,DSSDDA,‘ὦ φίλοι ἀργείων ,ἡγήτορες ἠδὲ μέδοντες
iliad,9,18,DDSDDA,ζεύς με μέγα κρονίδης ,ἄτῃ ἐνέδησε βαρείῃ
iliad,9,19,DDDDDA,σχέτλιος ὃς τότε μέν ,μοι ὑπέσχετο καὶ κατένευσεν
iliad,9,20,DSSDDA,ἴλιον ἐκπέρσαντ ,εὐτείχεον ἀπονέεσθαι
iliad,9,21,DDSDDA,νῦν δὲ κακὴν ἀπάτην ,βουλεύσατο καί με κελεύει
iliad,9,22,DDDDDA,δυσκλέα ἄργος ἱκέσθαι ,ἐπεὶ πολὺν ὤλεσα λαόν
iliad,9,23,SDDDDA,οὕτω που διὶ μέλλει ,ὑπερμενέϊ φίλον εἶναι
iliad,9,24,SSDDDA,ὃς δὴ πολλάων ,πολίων κατέλυσε κάρηνα
iliad,9,25,DSSDDA,ἠδ ἔτι καὶ λύσει ,τοῦ γὰρ κράτος ἐστὶ μέγιστον
iliad,9,26,DDSSDA,ἀλλ ἄγεθ ὡς ἂν ἐγὼ ,εἴπω πειθώμεθα πάντες
iliad,9,27,SSDSDA,φεύγωμεν σὺν νηυσὶ ,φίλην ἐς πατρίδα γαῖαν
iliad,9,28,DSSDDA,οὐ γὰρ ἔτι τροίην ,αἱρήσομεν εὐρυάγυιαν
iliad,9,29,DDDDDA,ὣς ἔφαθ οἳ δ ἄρα πάντες ,ἀκὴν ἐγένοντο σιωπῇ
iliad,9,30,DSDDDA,δὴν δ ἄνεῳ ἦσαν ,τετιηότες υἷες ἀχαιῶν
iliad,9,31,DDDDDA,ὀψὲ δὲ δὴ μετέειπε ,βοὴν ἀγαθὸς διομήδης
iliad,9,32,DSDDDA,‘ἀτρεΐδη σοὶ πρῶτα ,μαχήσομαι ἀφραδέοντι
iliad,9,33,DDDDDA,ἣ θέμις ἐστὶν ἄναξ ,ἀγορῇ σὺ δὲ μή τι χολωθῇς
iliad,9,34,SSDDDA,ἀλκὴν μέν μοι πρῶτον ,ὀνείδισας ἐν δαναοῖσι
iliad,9,35,DDDDDA,φὰς ἔμεν ἀπτόλεμον ,καὶ ἀνάλκιδα ταῦτα δὲ πάντα
iliad,9,36,SSSDDA,ἴσασ ἀργείων ,ἠμὲν νέοι ἠδὲ γέροντες
iliad,9,37,DDDDDA,σοὶ δὲ διάνδιχα δῶκε ,κρόνου πάϊς ἀγκυλομήτεω
iliad,9,38,SSDSDA,σκήπτρῳ μέν τοι δῶκε ,τετιμῆσθαι περὶ πάντων
iliad,9,39,SSDDDA,ἀλκὴν δ οὔ τοι δῶκεν ,ὅ τε κράτος ἐστὶ μέγιστον
iliad,9,40,DSDDDA,δαιμόνι οὕτω που ,μάλα ἔλπεαι υἷας ἀχαιῶν
iliad,9,41,DDDDDA,ἀπτολέμους τ ἔμεναι ,καὶ ἀνάλκιδας ὡς ἀγορεύεις
iliad,9,42,DSDDDA,εἰ δέ τοι αὐτῷ θυμὸς ,ἐπέσσυται ὥς τε νέεσθαι
iliad,9,43,DDSDDA,ἔρχεο πάρ τοι ὁδός ,νῆες δέ τοι ἄγχι θαλάσσης
iliad,9,44,SDDSDA,ἑστᾶσ αἵ τοι ἕποντο ,μυκήνηθεν μάλα πολλαί
iliad,9,45,SDDDDA,ἀλλ ἄλλοι μενέουσι ,κάρη κομόωντες ἀχαιοὶ
iliad,9,46,DSDDDA,εἰς ὅ κέ περ τροίην ,διαπέρσομεν εἰ δὲ καὶ αὐτοὶ
iliad,9,47,SSDSDA,φευγόντων σὺν νηυσὶ ,φίλην ἐς πατρίδα γαῖαν
iliad,9,48,DDDDDA,νῶϊ δ ἐγὼ σθένελός ,τε μαχησόμεθ εἰς ὅ κε τέκμωρ
iliad,9,49,DSSDSA,ἰλίου εὕρωμεν ,σὺν γὰρ θεῷ εἰλήλουθμεν
iliad,9,50,DDDDDA,ὣς ἔφαθ οἳ δ ἄρα πάντες ,ἐπίαχον υἷες ἀχαιῶν
iliad,9,51,DDDDDA,μῦθον ἀγασσάμενοι ,διομήδεος ἱπποδάμοιο
iliad,9,52,DDDDDA,τοῖσι δ ἀνιστάμενος ,μετεφώνεεν ἱππότα νέστωρ
iliad,9,53,DDDDDA,τυδεΐδη περὶ μὲν ,πολέμῳ ἔνι καρτερός ἐσσι
iliad,9,54,SDDDDA,καὶ βουλῇ μετὰ πάντας ,ὁμήλικας ἔπλευ ἄριστος
iliad,9,55,SSDDDA,οὔ τίς τοι τὸν μῦθον ,ὀνόσσεται ὅσσοι ἀχαιοί
iliad,9,56,DDDDDA,οὐδὲ πάλιν ἐρέει ,ἀτὰρ οὐ τέλος ἵκεο μύθων
iliad,9,57,SDDDDA,ἦ μὲν καὶ νέος ἐσσί ,ἐμὸς δέ κε καὶ πάϊς εἴης
iliad,9,58,DDDSDA,ὁπλότατος γενεῆφιν ,ἀτὰρ πεπνυμένα βάζεις
iliad,9,59,SDDDDA,ἀργείων βασιλῆας ,ἐπεὶ κατὰ μοῖραν ἔειπες
iliad,9,60,DSDDDA,‘ἀλλ ἄγ ἐγών ὃς σεῖο ,γεραίτερος εὔχομαι εἶναι
iliad,9,61,SSDDDA,ἐξείπω καὶ πάντα ,διίξομαι οὐδέ κέ τίς μοι
iliad,9,62,DSSSDA,μῦθον ἀτιμήσει ,οὐδὲ κρείων ἀγαμέμνων
iliad,9,63,SDDDDA,ἀφρήτωρ ἀθέμιστος ,ἀνέστιός ἐστιν ἐκεῖνος
iliad,9,64,DDDDDA,ὃς πολέμου ἔραται ,ἐπιδημίου ὀκρυόεντος
iliad,9,65,SSSDDA,ἀλλ ἤτοι νῦν μὲν ,πειθώμεθα νυκτὶ μελαίνῃ
iliad,9,66,DDDSDA,δόρπά τ ἐφοπλισόμεσθα ,φυλακτῆρες δὲ ἕκαστοι
iliad,9,67,SDDSDA,λεξάσθων παρὰ τάφρον ,ὀρυκτὴν τείχεος ἐκτός
iliad,9,68,SSDDDA,κούροισιν μὲν ταῦτ ,ἐπιτέλλομαι αὐτὰρ ἔπειτα
iliad,9,69,DDDDDA,ἀτρεΐδη σὺ μὲν ἄρχε ,σὺ γὰρ βασιλεύτατός ἐσσι
iliad,9,70,SDDDDA,δαίνυ δαῖτα γέρουσιν ,ἔοικέ τοι οὔ τοι ἀεικές
iliad,9,71,SSDSDA,πλεῖαί τοι οἴνου ,κλισίαι τὸν νῆες ἀχαιῶν
iliad,9,72,DSDDDA,ἠμάτιαι θρῄκηθεν ,ἐπ εὐρέα πόντον ἄγουσι
iliad,9,73,DDSDDA,πᾶσά τοί ἐσθ ὑποδεξίη ,πολέεσσι δ ἀνάσσεις
iliad,9,74,SDSDDA,πολλῶν δ ἀγρομένων ,τῷ πείσεαι ὅς κεν ἀρίστην
iliad,9,75,SSDSDA,βουλὴν βουλεύσῃ ,μάλα δὲ χρεὼ πάντας ἀχαιοὺς
iliad,9,76,SDDDDA,ἐσθλῆς καὶ πυκινῆς ,ὅτι δήϊοι ἐγγύθι νηῶν
iliad,9,77,SDDDSA,καίουσιν πυρὰ πολλά ,τίς ἂν τάδε γηθήσειε
iliad,9,78,SDSDDA,νὺξ δ ἧδ ἠὲ διαρραίσει ,στρατὸν ἠὲ σαώσει
iliad,9,79,DDDDDA,ὣς ἔφαθ οἳ δ ἄρα τοῦ ,μάλα μὲν κλύον ἠδὲ πίθοντο
iliad,9,80,DSSDSA,ἐκ δὲ φυλακτῆρες ,σὺν τεύχεσιν ἐσσεύοντο
iliad,9,81,DDDDDA,ἀμφί τε νεστορίδην ,θρασυμήδεα ποιμένα λαῶν
iliad,9,82,SDDDDA,ἠδ ἀμφ ἀσκάλαφον ,καὶ ἰάλμενον υἷας ἄρηος
iliad,9,83,DDDDDA,ἀμφί τε μηριόνην ,ἀφαρῆά τε δηΐπυρόν τε
iliad,9,84,NNNNNN,NA,NA
iliad,9,85,DDDDDA,ἕπτ ἔσαν ἡγεμόνες ,φυλάκων ἑκατὸν δὲ ἑκάστῳ
iliad,9,86,DSDDDA,κοῦροι ἅμα στεῖχον ,δολίχ ἔγχεα χερσὶν ἔχοντες
iliad,9,87,DSSDDA,κὰδ δὲ μέσον τάφρου ,καὶ τείχεος ἷζον ἰόντες
iliad,9,88,DSDDDA,ἔνθα δὲ πῦρ κήαντο ,τίθεντο δὲ δόρπα ἕκαστος
