text,book,line,meter,first_hemistich,second_hemistich
odyssey,5,1,SDDSSA,ἠὼς δ ἐκ λεχέων ,παρ ἀγαυοῦ τιθωνοῖο
odyssey,5,2,DDDDDA,ὤρνυθ ἵν ἀθανάτοισι ,φόως φέροι ἠδὲ βροτοῖσιν
odyssey,5,3,DSDDDA,οἱ δὲ θεοὶ θῶκόνδε ,καθίζανον ἐν δ ἄρα τοῖσι
odyssey,5,4,SDSDDA,ζεὺς ὑψιβρεμέτης ,οὗ τε κράτος ἐστὶ μέγιστον
odyssey,5,5,DSDDDA,τοῖσι δ ἀθηναίη ,λέγε κήδεα πόλλ ὀδυσῆος
odyssey,5,6,DDDSDA,μνησαμένη μέλε γάρ ,οἱ ἐὼν ἐν δώμασι νύμφης
odyssey,5,7,DSDDDA,ζεῦ πάτερ ἠδ ἄλλοι ,μάκαρες θεοὶ αἰὲν ἐόντες
odyssey,5,8,SDDSDA,μή τις ἔτι πρόφρων ,ἀγανὸς καὶ ἤπιος ἔστω
odyssey,5,9,SDSDDA,σκηπτοῦχος βασιλεύς ,μηδὲ φρεσὶν αἴσιμα εἰδώς
odyssey,5,10,SDSSDA,ἀλλ αἰεὶ χαλεπός ,τ εἴη καὶ αἴσυλα ῥέζοι
odyssey,5,11,SSDSSA,ὡς οὔ τις μέμνηται ,ὀδυσσῆος θείοιο
odyssey,5,12,SDDSDA,λαῶν οἷσιν ἄνασσε ,πατὴρ δ ὣς ἤπιος ἦεν
odyssey,5,13,DSSDDA,ἀλλ ὁ μὲν ἐν νήσῳ ,κεῖται κρατέρ ἄλγεα πάσχων
odyssey,5,14,SDDSDA,νύμφης ἐν μεγάροισι ,καλυψοῦς ἥ μιν ἀνάγκῃ
odyssey,5,15,DDSDDA,ἴσχει ὁ δ οὐ δύναται ,ἣν πατρίδα γαῖαν ἱκέσθαι
odyssey,5,16,SDDSDA,οὐ γάρ οἱ πάρα νῆες ,ἐπήρετμοι καὶ ἑταῖροι
odyssey,5,17,SSDDDA,οἵ κέν μιν πέμποιεν ,ἐπ εὐρέα νῶτα θαλάσσης
odyssey,5,18,SDDSDA,νῦν αὖ παῖδ ἀγαπητὸν ,ἀποκτεῖναι μεμάασιν
odyssey,5,19,DDDDDA,οἴκαδε νισόμενον ,ὁ δ ἔβη μετὰ πατρὸς ἀκουὴν
odyssey,5,20,DDSDDA,ἐς πύλον ἠγαθέην ,ἠδ ἐς λακεδαίμονα δῖαν
odyssey,5,21,DDDDDA,τὴν δ ἀπαμειβόμενος ,προσέφη νεφεληγερέτα ζεύς
odyssey,5,22,DSDDDA,‘τέκνον ἐμόν ποῖόν ,σε ἔπος φύγεν ἕρκος ὀδόντων
odyssey,5,23,SSDSDA,οὐ γὰρ δὴ τοῦτον ,μὲν ἐβούλευσας νόον αὐτή
odyssey,5,24,SSDDDA,ὡς ἦ τοι κείνους ,ὀδυσεὺς ἀποτίσεται ἐλθών
odyssey,5,25,DDDDDA,τηλέμαχον δὲ σὺ πέμψον ,ἐπισταμένως δύνασαι γάρ
odyssey,5,26,DSSDDA,ὥς κε μάλ ἀσκηθὴς ,ἣν πατρίδα γαῖαν ἵκηται
odyssey,5,27,SSDDDA,μνηστῆρες δ ἐν νηὶ ,παλιμπετὲς ἀπονέωνται
odyssey,5,28,DSSDDA,ἦ ῥα καὶ ἑρμείαν ,υἱὸν φίλον ἀντίον ηὔδα
odyssey,5,29,SDDDDA,‘ἑρμεία σὺ γὰρ αὖτε ,τά τ ἄλλα περ ἄγγελός ἐσσι
odyssey,5,30,DDSSDA,νύμφῃ ἐυπλοκάμῳ ,εἰπεῖν νημερτέα βουλήν
odyssey,5,31,DSDDDA,νόστον ὀδυσσῆος ,ταλασίφρονος ὥς κε νέηται
odyssey,5,32,DSSSSA,οὔτε θεῶν πομπῇ ,οὔτε θνητῶν ἀνθρώπων
odyssey,5,33,DDDSDA,ἀλλ ὅ γ ἐπὶ σχεδίης ,πολυδέσμου πήματα πάσχων
odyssey,5,34,DSDDDA,ἤματί κ εἰκοστῷ ,σχερίην ἐρίβωλον ἵκοιτο
odyssey,5,35,SSDDDA,φαιήκων ἐς γαῖαν ,οἳ ἀγχίθεοι γεγάασιν
odyssey,5,36,SDSSSA,οἵ κέν μιν περὶ κῆρι θεὸν ,ὣς τιμήσουσιν
odyssey,5,37,SSDSDA,πέμψουσιν δ ἐν νηὶ ,φίλην ἐς πατρίδα γαῖαν
odyssey,5,38,SSDSDA,χαλκόν τε χρυσόν ,τε ἅλις ἐσθῆτά τε δόντες
odyssey,5,39,DDSSDA,πόλλ ὅσ ἂν οὐδέ ποτε ,τροίης ἐξήρατ ὀδυσσεύς
odyssey,5,40,DSDDDA,εἴ περ ἀπήμων ἦλθε ,λαχὼν ἀπὸ ληίδος αἶσαν
odyssey,5,41,SSDDDA,ὣς γάρ οἱ μοῖρ ἐστὶ ,φίλους τ ἰδέειν καὶ ἱκέσθαι
odyssey,5,42,DDDSDA,οἶκον ἐς ὑψόροφον ,καὶ ἑὴν ἐς πατρίδα γαῖαν
odyssey,5,43,DDDDDA,ὣς ἔφατ οὐδ ἀπίθησε ,διάκτορος ἀργεϊφόντης
odyssey,5,44,DDDDDA,αὐτίκ ἔπειθ ὑπὸ ποσσὶν ,ἐδήσατο καλὰ πέδιλα
odyssey,5,45,DSDDDA,ἀμβρόσια χρύσεια ,τά μιν φέρον ἠμὲν ἐφ ὑγρὴν
odyssey,5,46,DDDSDA,ἠδ ἐπ ἀπείρονα γαῖαν ,ἅμα πνοιῇς ἀνέμοιο
odyssey,5,47,DSSSDA,εἵλετο δὲ ῥάβδον ,τῇ τ ἀνδρῶν ὄμματα θέλγει
odyssey,5,48,DSDSDA,ὧν ἐθέλει τοὺς δ αὖτε ,καὶ ὑπνώοντας ἐγείρει
odyssey,5,49,DDDDDA,τὴν μετὰ χερσὶν ἔχων ,πέτετο κρατὺς ἀργεϊφόντης
odyssey,5,50,DDSDDA,πιερίην δ ἐπιβὰς ,ἐξ αἰθέρος ἔμπεσε πόντῳ
odyssey,5,51,DDDSDA,σεύατ ἔπειτ ἐπὶ κῦμα ,λάρῳ ὄρνιθι ἐοικώς
odyssey,5,52,DSSDDA,ὅς τε κατὰ δεινοὺς ,κόλπους ἁλὸς ἀτρυγέτοιο
odyssey,5,53,SSDDDA,ἰχθῦς ἀγρώσσων ,πυκινὰ πτερὰ δεύεται ἅλμῃ
odyssey,5,54,DDDDDA,τῷ ἴκελος πολέεσσιν ,ὀχήσατο κύμασιν ἑρμῆς
