text,book,line,meter,first_hemistich,second_hemistich
iliad,24,1,DSDDDA,λῦτο δ ἀγών λαοὶ ,δὲ θοὰς ἐπὶ νῆας ἕκαστοι
iliad,24,2,SDSSDA,ἐσκίδναντ ἰέναι ,τοὶ μὲν δόρποιο μέδοντο
iliad,24,3,SDSDDA,ὕπνου τε γλυκεροῦ ,ταρπήμεναι αὐτὰρ ἀχιλλεὺς
iliad,24,4,DDSDDA,κλαῖε φίλου ἑτάρου ,μεμνημένος οὐδέ μιν ὕπνος
iliad,24,5,SDSDDA,ᾕρει πανδαμάτωρ ,ἀλλ ἐστρέφετ ἔνθα καὶ ἔνθα
iliad,24,6,NNNNNN,NA,NA
iliad,24,7,DDDSDA,ἠδ ὁπόσα τολύπευσε ,σὺν αὐτῷ καὶ πάθεν ἄλγεα
iliad,24,8,SDDDDA,ἀνδρῶν τε πτολέμους ,ἀλεγεινά τε κύματα πείρων
iliad,24,9,SDDDDA,τῶν μιμνησκόμενος ,θαλερὸν κατὰ δάκρυον εἶβεν
iliad,24,10,DSDDDA,ἄλλοτ ἐπὶ πλευρὰς ,κατακείμενος ἄλλοτε δ αὖτε
iliad,24,11,DDSDDA,ὕπτιος ἄλλοτε δὲ ,πρηνής τοτὲ δ ὀρθὸς ἀναστὰς
iliad,24,12,SDDDDA,δινεύεσκ ἀλύων ,παρὰ θῖν ἁλός οὐδέ μιν ἠὼς
iliad,24,13,DSDDDA,φαινομένη λήθεσκεν ,ὑπεὶρ ἅλα τ ἠϊόνας τε
iliad,24,14,DSDDDA,ἀλλ ὅ γ ἐπεὶ ζεύξειεν ,ὑφ ἅρμασιν ὠκέας ἵππους
iliad,24,15,DSSDDA,ἕκτορα δ ἕλκεσθαι ,δησάσκετο δίφρου ὄπισθεν
iliad,24,16,DDDDDA,τρὶς δ ἐρύσας περὶ σῆμα ,μενοιτιάδαο θανόντος
iliad,24,17,DDSDDA,αὖτις ἐνὶ κλισίῃ ,παυέσκετο τὸν δέ τ ἔασκεν
iliad,24,18,DDSDDA,ἐν κόνι ἐκτανύσας ,προπρηνέα τοῖο δ ἀπόλλων
iliad,24,19,DSDDDA,πᾶσαν ἀεικείην ,ἄπεχε χροῒ φῶτ ἐλεαίρων
iliad,24,20,SDDDDA,καὶ τεθνηότα περ ,περὶ δ αἰγίδι πάντα κάλυπτε
iliad,24,21,SDDDSA,χρυσείῃ ἵνα μή ,μιν ἀποδρύφοι ἑλκυστάζων
iliad,24,22,DDDSDA,ὣς ὃ μὲν ἕκτορα δῖον ,ἀείκιζεν μενεαίνων
iliad,24,23,DSDDDA,τὸν δ ἐλεαίρεσκον ,μάκαρες θεοὶ εἰσορόωντες
iliad,24,24,SSDDDA,κλέψαι δ ὀτρύνεσκον ,ἐΰσκοπον ἀργεϊφόντην
iliad,24,25,SSDDDA,ἔνθ ἄλλοις μὲν πᾶσιν ,ἑήνδανεν οὐδέ ποθ ἥρῃ
iliad,24,26,DSSSDA,οὐδὲ ποσειδάων ,οὐδὲ γλαυκώπιδι κούρῃ
iliad,24,27,DSDDDA,ἀλλ ἔχον ὥς σφιν πρῶτον ,ἀπήχθετο ἴλιος ἱρὴ
iliad,24,28,DSDSDA,καὶ πρίαμος καὶ λαὸς ,ἀλεξάνδρου ἕνεκ ἄτης
iliad,24,29,SDDSDA,ὃς νείκεσσε θεὰς ,ὅτε οἱ μέσσαυλον ἵκοντο
iliad,24,30,SSDDDA,τὴν δ ᾔνησ ἥ οἱ ,πόρε μαχλοσύνην ἀλεγεινήν
