text,book,line,meter,first_hemistich,second_hemistich
iliad,5,1,SDDDDA,ἔνθ αὖ τυδεΐδῃ ,διομήδεϊ παλλὰς ἀθήνη
iliad,5,2,DSDSDA,δῶκε μένος καὶ θάρσος ,ἵν ἔκδηλος μετὰ πᾶσιν
iliad,5,3,SDDDDA,ἀργείοισι γένοιτο ,ἰδὲ κλέος ἐσθλὸν ἄροιτο
iliad,5,4,DDDDDA,δαῖέ οἱ ἐκ κόρυθός ,τε καὶ ἀσπίδος ἀκάματον πῦρ
iliad,5,5,DSDDDA,ἀστέρ ὀπωρινῷ ,ἐναλίγκιον ὅς τε μάλιστα
iliad,5,6,SSDDDA,λαμπρὸν παμφαίνῃσι ,λελουμένος ὠκεανοῖο
iliad,5,7,SSSDDA,τοῖόν οἱ πῦρ δαῖεν ἀπὸ ,κρατός τε καὶ ὤμων
iliad,5,8,DDDSDA,ὦρσε δέ μιν κατὰ μέσσον ,ὅθι πλεῖστοι κλονέοντο
iliad,5,9,DSDSDA,ἦν δέ τις ἐν τρώεσσι ,δάρης ἀφνειὸς ἀμύμων
iliad,5,10,SSDDDA,ἱρεὺς ἡφαίστοιο ,δύω δέ οἱ υἱέες ἤστην
iliad,5,11,SSDSDA,φηγεὺς ἰδαῖός ,τε μάχης εὖ εἰδότε πάσης
iliad,5,12,DSDDSA,τώ οἱ ἀποκρινθέντε ,ἐναντίω ὁρμηθήτην
iliad,5,13,DSDDDA,τὼ μὲν ἀφ ἵπποιιν ,ὃ δ ἀπὸ χθονὸς ὄρνυτο πεζός
iliad,5,14,DDDSDA,οἳ δ ὅτε δὴ σχεδὸν ἦσαν ,ἐπ ἀλλήλοισιν ἰόντες
iliad,5,15,SDDDDA,φηγεύς ῥα πρότερος ,προΐει δολιχόσκιον ἔγχος
iliad,5,16,DDDDDA,τυδεΐδεω δ ὑπὲρ ὦμον ,ἀριστερὸν ἤλυθ ἀκωκὴ
iliad,5,17,DDDDDA,ἔγχεος οὐδ ἔβαλ αὐτόν ,ὃ δ ὕστερος ὄρνυτο χαλκῷ
iliad,5,18,DSDDDA,τυδεΐδης τοῦ δ οὐχ ,ἅλιον βέλος ἔκφυγε χειρός
iliad,5,19,DSDDDA,ἀλλ ἔβαλε στῆθος ,μεταμάζιον ὦσε δ ἀφ ἵππων
iliad,5,20,SDDDDA,ἰδαῖος δ ἀπόρουσε ,λιπὼν περικαλλέα δίφρον
iliad,5,21,SDDSDA,οὐδ ἔτλη περιβῆναι ,ἀδελφειοῦ κταμένοιο
iliad,5,22,DDDDDA,οὐδὲ γὰρ οὐδέ κεν αὐτὸς ,ὑπέκφυγε κῆρα μέλαιναν
iliad,5,23,SDDDDA,ἀλλ ἥφαιστος ἔρυτο ,σάωσε δὲ νυκτὶ καλύψας
iliad,5,24,SSDDDA,ὡς δή οἱ μὴ πάγχυ ,γέρων ἀκαχήμενος εἴη
iliad,5,25,SDDSDA,ἵππους δ ἐξελάσας ,μεγαθύμου τυδέος υἱὸς
iliad,5,26,DSDSDA,δῶκεν ἑταίροισιν ,κατάγειν κοίλας ἐπὶ νῆας
iliad,5,27,SDDDDA,τρῶες δὲ μεγάθυμοι ,ἐπεὶ ἴδον υἷε δάρητος
iliad,5,28,DDSDDA,τὸν μὲν ἀλευάμενον ,τὸν δὲ κτάμενον παρ ὄχεσφι
iliad,5,29,DSDSDA,πᾶσιν ὀρίνθη θυμός ,ἀτὰρ γλαυκῶπις ἀθήνη
iliad,5,30,DDDSDA,χειρὸς ἑλοῦσ ἐπέεσσι ,προσηύδα θοῦρον ἄρηα
iliad,5,31,NNNNNN,NA,NA
iliad,5,32,SSDSDA,οὐκ ἂν δὴ τρῶας ,μὲν ἐάσαιμεν καὶ ἀχαιοὺς
iliad,5,33,SDDSDA,μάρνασθ ὁπποτέροισι ,πατὴρ ζεὺς κῦδος ὀρέξῃ
iliad,5,34,DSDDDA,νῶϊ δὲ χαζώμεσθα ,διὸς δ ἀλεώμεθα μῆνιν
iliad,5,35,SDSDDA,ὣς εἰποῦσα μάχης ,ἐξήγαγε θοῦρον ἄρηα
iliad,5,36,NNNNNN,NA,NA
iliad,5,37,SSDDDA,τρῶας δ ἔκλιναν ,δαναοί ἕλε δ ἄνδρα ἕκαστος
iliad,5,38,DSDSDA,ἡγεμόνων πρῶτος ,δὲ ἄναξ ἀνδρῶν ἀγαμέμνων
iliad,5,39,DSDDDA,ἀρχὸν ἁλιζώνων ,ὀδίον μέγαν ἔκβαλε δίφρου
iliad,5,40,SSDDDA,πρώτῳ γὰρ στρεφθέντι ,μεταφρένῳ ἐν δόρυ πῆξεν
iliad,5,41,SSDSDA,ὤμων μεσσηγύς ,διὰ δὲ στήθεσφιν ἔλασσε
iliad,5,42,SDDDDA,δούπησεν δὲ πεσών ,ἀράβησε δὲ τεύχε ἐπ αὐτῷ
iliad,5,43,DDDDDA,ἰδομενεὺς δ ἄρα φαῖστον ,ἐνήρατο μῄονος υἱὸν
iliad,5,44,DSDDSA,βώρου ὃς ἐκ τάρνης ,ἐριβώλακος εἰληλούθει
iliad,5,45,DDSDDA,τὸν μὲν ἄρ ἰδομενεὺς ,δουρικλυτὸς ἔγχεϊ μακρῷ
iliad,5,46,SDDDDA,νύξ ἵππων ἐπιβησόμενον ,κατὰ δεξιὸν ὦμον
iliad,5,47,DDDDDA,ἤριπε δ ἐξ ὀχέων ,στυγερὸς δ ἄρα μιν σκότος εἷλε
iliad,5,48,DDDSDA,τὸν μὲν ἄρ ἰδομενῆος ,ἐσύλευον θεράποντες
iliad,5,49,NNNNNN,NA,NA
iliad,5,50,DDDDDA,ἀτρεΐδης μενέλαος ,ἕλ ἔγχεϊ ὀξυόεντι
iliad,5,51,SSDDDA,ἐσθλὸν θηρητῆρα ,δίδαξε γὰρ ἄρτεμις αὐτὴ
iliad,5,52,SDDDDA,βάλλειν ἄγρια πάντα ,τά τε τρέφει οὔρεσιν ὕλη
iliad,5,53,SDSDDA,ἀλλ οὔ οἱ τότε γε ,χραῖσμ ἄρτεμις ἰοχέαιρα
iliad,5,54,DDSSDA,οὐδὲ ἑκηβολίαι ,ᾗσιν τὸ πρίν γε κέκαστο
iliad,5,55,DDSSDA,ἀλλά μιν ἀτρεΐδης ,δουρικλειτὸς μενέλαος
iliad,5,56,DSDDDA,πρόσθεν ἕθεν φεύγοντα ,μετάφρενον οὔτασε δουρὶ
iliad,5,57,SSDSDA,ὤμων μεσσηγύς ,διὰ δὲ στήθεσφιν ἔλασσεν
iliad,5,58,DSDDDA,ἤριπε δὲ πρηνής ,ἀράβησε δὲ τεύχε ἐπ αὐτῷ
iliad,5,59,DDDDDA,μηριόνης δὲ φέρεκλον ,ἐνήρατο τέκτονος υἱὸν
iliad,5,60,DSDDDA,ἁρμονίδεω ὃς χερσὶν ,ἐπίστατο δαίδαλα πάντα
iliad,5,61,SDDDDA,τεύχειν ἔξοχα γάρ ,μιν ἐφίλατο παλλὰς ἀθήνη
iliad,5,62,DSSDDA,ὃς καὶ ἀλεξάνδρῳ ,τεκτήνατο νῆας ἐΐσας
iliad,5,63,DSDSDA,ἀρχεκάκους αἳ πᾶσι ,κακὸν τρώεσσι γένοντο
iliad,5,64,SDDSDA,οἷ τ αὐτῷ ἐπεὶ οὔ ,τι θεῶν ἐκ θέσφατα ᾔδη
iliad,5,65,SDDDDA,τὸν μὲν μηριόνης ,ὅτε δὴ κατέμαρπτε διώκων
iliad,5,66,SSDDDA,βεβλήκει γλουτὸν ,κατὰ δεξιόν ἣ δὲ διαπρὸ
iliad,5,67,SDDDDA,ἀντικρὺ κατὰ κύστιν ,ὑπ ὀστέον ἤλυθ ἀκωκή
iliad,5,68,DSDDDA,γνὺξ δ ἔριπ οἰμώξας ,θάνατος δέ μιν ἀμφεκάλυψε
iliad,5,69,SDDSDA,πήδαιον δ ἄρ ἔπεφνε ,μέγης ἀντήνορος υἱὸν
iliad,5,70,DDDDDA,ὅς ῥα νόθος μὲν ἔην ,πύκα δ ἔτρεφε δῖα θεανὼ
iliad,5,71,DDDDDA,ἶσα φίλοισι τέκεσσι ,χαριζομένη πόσεϊ ᾧ
iliad,5,72,SDSDDA,τὸν μὲν φυλεΐδης ,δουρὶ κλυτὸς ἐγγύθεν ἐλθὼν
iliad,5,73,SDDDDA,βεβλήκει κεφαλῆς ,κατὰ ἰνίον ὀξέϊ δουρί
iliad,5,74,SDDSDA,ἀντικρὺ δ ἀν ὀδόντας ,ὑπὸ γλῶσσαν τάμε χαλκός
