text,book,line,meter,first_hemistich,second_hemistich
odyssey,23,1,SDDDDA,γρηῢς δ εἰς ὑπερῷ ,ἀνεβήσετο καγχαλόωσα
odyssey,23,2,SDDDDA,δεσποίνῃ ἐρέουσα ,φίλον πόσιν ἔνδον ἐόντα
odyssey,23,3,DSDDSA,γούνατα δ ἐρρώσαντο ,πόδες δ ὑπερικταίνοντο
odyssey,23,4,DDSSDA,στῆ δ ἄρ ὑπὲρ κεφαλῆς ,καί μιν πρὸς μῦθον ἔειπεν
odyssey,23,5,DDDDDA,ἔγρεο πηνελόπεια ,φίλον τέκος ὄφρα ἴδηαι
odyssey,23,6,SDDDDA,ὀφθαλμοῖσι τεοῖσι ,τά τ ἔλδεαι ἤματα πάντα
odyssey,23,7,DSDDDA,ἦλθ ὀδυσεὺς καὶ οἶκον ,ἱκάνεται ὀψέ περ ἐλθών
odyssey,23,8,SSDDDA,μνηστῆρας δ ἔκτεινεν ,ἀγήνορας οἵ θ ἑὸν οἶκον
odyssey,23,9,SSDDDA,κήδεσκον καὶ κτήματ ,ἔδον βιόωντό τε παῖδα
odyssey,23,10,SDDSDA,’ τὴν δ αὖτε προσέειπε ,περίφρων πηνελόπεια
odyssey,23,11,DSDDDA,‘μαῖα φίλη μάργην ,σε θεοὶ θέσαν οἵ τε δύνανται
odyssey,23,12,DSDDDA,ἄφρονα ποιῆσαι ,καὶ ἐπίφρονά περ μάλ ἐόντα
odyssey,23,13,DDDDDA,καί τε χαλιφρονέοντα ,σαοφροσύνης ἐπέβησαν
odyssey,23,14,DSSDDA,οἵ σέ περ ἔβλαψαν ,πρὶν δὲ φρένας αἰσίμη ἦσθα
odyssey,23,15,DSDDDA,τίπτε με λωβεύεις ,πολυπενθέα θυμὸν ἔχουσαν
odyssey,23,16,DDDSDA,ταῦτα παρὲξ ἐρέουσα ,καὶ ἐξ ὕπνου μ ἀνεγείρεις
odyssey,23,17,DDDDDA,ἡδέος ὅς μ ἐπέδησε ,φίλα βλέφαρ ἀμφικαλύψας
odyssey,23,18,SSDDDA,οὐ γάρ πω τοιόνδε ,κατέδραθον ἐξ οὗ ὀδυσσεὺς
odyssey,23,19,DDDDDA,ᾤχετ ἐποψόμενος ,κακοΐλιον οὐκ ὀνομαστήν
odyssey,23,20,DDDSDA,ἀλλ ἄγε νῦν κατάβηθι ,καὶ ἂψ ἔρχευ μέγαρόνδε
odyssey,23,21,SSDSDA,εἰ γάρ τίς μ ἄλλη ,γε γυναικῶν αἵ μοι ἔασι
odyssey,23,22,SSDSDA,ταῦτ ἐλθοῦσ ἤγγειλε ,καὶ ἐξ ὕπνου ἀνέγειρεν
odyssey,23,23,DDDDDA,τῷ κε τάχα στυγερῶς ,μιν ἐγὼν ἀπέπεμψα νέεσθαι
odyssey,23,24,DDDDDA,αὖτις ἔσω μέγαρον ,σὲ δὲ τοῦτό γε γῆρας ὀνήσει
odyssey,23,25,SDDDSA,’ τὴν δ αὖτε προσέειπε ,φίλη τροφὸς εὐρύκλεια
odyssey,23,26,DSSDDA,‘οὔ τί σε λωβεύω ,τέκνον φίλον ἀλλ ἔτυμόν τοι
odyssey,23,27,DSDDDA,ἦλθ ὀδυσεὺς καὶ οἶκον ,ἱκάνεται ὡς ἀγορεύω
odyssey,23,28,SSDSDA,ὁ ξεῖνος τὸν πάντες ,ἀτίμων ἐν μεγάροισι
odyssey,23,29,DDDDDA,τηλέμαχος δ ἄρα μιν ,πάλαι ᾔδεεν ἔνδον ἐόντα
odyssey,23,30,DDDDDA,ἀλλὰ σαοφροσύνῃσι ,νοήματα πατρὸς ἔκευθεν
odyssey,23,31,SSDDDA,ὄφρ ἀνδρῶν τίσαιτο ,βίην ὑπερηνορεόντων
odyssey,23,32,DDDSDA,ὣς ἔφαθ ἡ δ ἐχάρη ,καὶ ἀπὸ λέκτροιο θοροῦσα
odyssey,23,33,DSDDDA,γρηῒ περιπλέχθη ,βλεφάρων δ ἀπὸ δάκρυον ἧκεν
odyssey,23,34,SSDDDA,καί μιν φωνήσασ ,ἔπεα πτερόεντα προσηύδα
odyssey,23,35,DSDSDA,εἰ δ ἄγε δή μοι μαῖα ,φίλη νημερτὲς ἐνίσπες
odyssey,23,36,DSDDDA,εἰ ἐτεὸν δὴ οἶκον ,ἱκάνεται ὡς ἀγορεύεις
odyssey,23,37,SSDDDA,ὅππως δὴ μνηστῆρσιν ,ἀναιδέσι χεῖρας ἐφῆκε
odyssey,23,38,DSDDDA,μοῦνος ἐών οἱ δ αἰὲν ,ἀολλέες ἔνδον ἔμιμνον
odyssey,23,39,SDDDSA,τὴν δ αὖτε προσέειπε ,φίλη τροφὸς εὐρύκλεια
odyssey,23,40,DDSDDA,‘οὐκ ἴδον οὐ πυθόμην ,ἀλλὰ στόνον οἶον ἄκουσα
odyssey,23,41,DSDDSA,κτεινομένων ἡμεῖς ,δὲ μυχῷ θαλάμων εὐπήκτων
odyssey,23,42,DDDDDA,ἥμεθ ἀτυζόμεναι ,σανίδες δ ἔχον εὖ ἀραρυῖαι
odyssey,23,43,DDDDDA,πρίν γ ὅτε δή με σὸς υἱὸς ,ἀπὸ μεγάροιο κάλεσσε
odyssey,23,44,DSDDDA,τηλέμαχος τὸν γάρ ,ῥα πατὴρ προέηκε καλέσσαι
odyssey,23,45,DDDDDA,εὗρον ἔπειτ ὀδυσῆα ,μετὰ κταμένοισι νέκυσσιν
odyssey,23,46,DDDDDA,ἑσταόθ οἱ δέ μιν ἀμφί ,κραταίπεδον οὖδας ἔχοντες
odyssey,23,47,DSDDDA,κείατ ἐπ ἀλλήλοισιν ,ἰδοῦσά κε θυμὸν ἰάνθης
odyssey,23,48,SSDSDA,νῦν δ οἱ μὲν δὴ πάντες ,ἐπ αὐλείῃσι θύρῃσιν
odyssey,23,49,DDDSDA,ἀθρόοι αὐτὰρ ὁ δῶμα ,θεειοῦται περικαλλές
odyssey,23,50,DDDDDA,πῦρ μέγα κηάμενος ,σὲ δέ με προέηκε καλέσσαι
odyssey,23,51,DSDDDA,ἀλλ ἕπευ ὄφρα σφῶϊν ,ἐϋφροσύνης ἐπιβῆτον
odyssey,23,52,DDDDDA,ἀμφοτέρω φίλον ἦτορ ,ἐπεὶ κακὰ πολλὰ πέποσθε
odyssey,23,53,SDDSDA,νῦν δ ἤδη τόδε μακρὸν ,ἐέλδωρ ἐκτετέλεσται
odyssey,23,54,DSDDDA,ἦλθε μὲν αὐτὸς ζωὸς ,ἐφέστιος εὗρε δὲ καὶ σὲ
odyssey,23,55,SDDSDA,καὶ παῖδ ἐν μεγάροισι ,κακῶς δ οἵ πέρ μιν ἔρεζον
odyssey,23,56,SSDDDA,μνηστῆρες τοὺς πάντας ,ἐτίσατο ᾧ ἐνὶ οἴκῳ
odyssey,23,57,SDDSDA,τὴν δ αὖτε προσέειπε ,περίφρων πηνελόπεια
odyssey,23,58,DSDDDA,‘μαῖα φίλη μή πω ,μέγ ἐπεύχεο καγχαλόωσα
odyssey,23,59,DSDDDA,οἶσθα γὰρ ὥς κ ἀσπαστὸς ,ἐνὶ μεγάροισι φανείη
odyssey,23,60,DDDDDA,πᾶσι μάλιστα δ ἐμοί ,τε καὶ υἱέϊ τὸν τεκόμεσθα
odyssey,23,61,SDDDDA,ἀλλ οὐκ ἔσθ ὅδε μῦθος ,ἐτήτυμος ὡς ἀγορεύεις
odyssey,23,62,DDSSDA,ἀλλά τις ἀθανάτων ,κτεῖνε μνηστῆρας ἀγαυούς
odyssey,23,63,DDSDDA,ὕβριν ἀγασσάμενος ,θυμαλγέα καὶ κακὰ ἔργα
odyssey,23,64,DSDDSA,οὔ τινα γὰρ τίεσκον ,ἐπιχθονίων ἀνθρώπων
odyssey,23,65,DDDDDA,οὐ κακὸν οὐδὲ μὲν ἐσθλόν ,ὅτις σφέας εἰσαφίκοιτο
odyssey,23,66,DDDDDA,τῷ δι ἀτασθαλίας ,ἔπαθον κακόν αὐτὰρ ὀδυσσεὺς
odyssey,23,67,DSDDDA,ὤλεσε τηλοῦ νόστον ,ἀχαιΐδος ὤλετο δ αὐτός
odyssey,23,68,SDDDSA,τὴν δ ἠμείβετ ἔπειτα ,φίλη τροφὸς εὐρύκλεια
odyssey,23,69,DSDDDA,‘τέκνον ἐμόν ποῖόν ,σε ἔπος φύγεν ἕρκος ὀδόντων
odyssey,23,70,DDDDDA,ἣ πόσιν ἔνδον ἐόντα ,παρ ἐσχάρῃ οὔ ποτ ἔφησθα
odyssey,23,71,DSSDDA,οἴκαδ ἐλεύσεσθαι ,θυμὸς δέ τοι αἰὲν ἄπιστος
odyssey,23,72,DSDDDA,ἀλλ ἄγε τοι καὶ σῆμα ,ἀριφραδὲς ἄλλο τι εἴπω
odyssey,23,73,SDSDDA,οὐλήν τήν ποτέ μιν ,σῦς ἤλασε λευκῷ ὀδόντι
odyssey,23,74,DSDDDA,τὴν ἀπονίζουσα ,φρασάμην ἔθελον δὲ σοὶ αὐτῇ
odyssey,23,75,DDDDDA,εἰπέμεν ἀλλά με κεῖνος ,ἑλὼν ἐπὶ μάστακα χερσὶν
odyssey,23,76,DDDSDA,οὐκ ἔα εἰπέμεναι ,πολυϊδρείῃσι νόοιο
odyssey,23,77,DDDDDA,ἀλλ ἕπευ αὐτὰρ ἐγὼν ,ἐμέθεν περιδώσομαι αὐτῆς
odyssey,23,78,SDSSDA,αἴ κέν σ ἐξαπάφω ,κτεῖναί μ οἰκτίστῳ ὀλέθρῳ
odyssey,23,79,SDDSDA,’ τὴν δ ἠμείβετ ἔπειτα ,περίφρων πηνελόπεια
odyssey,23,80,DDDSDA,‘μαῖα φίλη χαλεπόν ,σε θεῶν αἰειγενετάων
odyssey,23,81,DSDDDA,δήνεα εἴρυσθαι ,μὰλα περ πολύϊδριν ἐοῦσαν
odyssey,23,82,SDDDDA,ἀλλ ἔμπης ἴομεν ,μετὰ παῖδ ἐμόν ὄφρα ἴδωμαι
odyssey,23,83,SSSDDA,ἄνδρας μνηστῆρας ,τεθνηότας ἠδ ὃς ἔπεφνεν
odyssey,23,84,DDDDDA,’ ὣς φαμένη κατέβαιν ,ὑπερώϊα πολλὰ δέ οἱ κῆρ
odyssey,23,85,SDDDDA,ὥρμαιν ἢ ἀπάνευθε ,φίλον πόσιν ἐξερεείνοι
odyssey,23,86,SDDSDA,ἦ παρστᾶσα κύσειε ,κάρη καὶ χεῖρε λαβοῦσα
odyssey,23,87,DSDSDA,ἡ δ ἐπεὶ εἰσῆλθεν ,καὶ ὑπέρβη λάϊνον οὐδόν
odyssey,23,88,DDDDDA,ἕζετ ἔπειτ ὀδυσῆος ,ἐναντίη ἐν πυρὸς αὐγῇ
odyssey,23,89,SDDSDA,τοίχου τοῦ ἑτέρου ,ὁ δ ἄρα πρὸς κίονα μακρὴν
odyssey,23,90,DDDDDA,ἧστο κάτω ὁρόων ,ποτιδέγμενος εἴ τί μιν εἴποι
odyssey,23,91,SDDDSA,ἰφθίμη παράκοιτις ,ἐπεὶ ἴδεν ὀφθαλμοῖσιν
odyssey,23,92,DSDDDA,ἡ δ ἄνεω δὴν ἧστο ,τάφος δέ οἱ ἦτορ ἵκανεν
odyssey,23,93,SDDDDA,ὄψει δ ἄλλοτε μέν ,μιν ἐνωπαδίως ἐσίδεσκεν
odyssey,23,94,DSDDDA,ἄλλοτε δ ἀγνώσασκε ,κακὰ χροῒ εἵματ ἔχοντα
odyssey,23,95,DDDDDA,τηλέμαχος δ ἐνένιπεν ,ἔπος τ ἔφατ ἔκ τ ὀνόμαξε
odyssey,23,96,DSDDDA,μῆτερ ἐμή δύσμητερ ,ἀπηνέα θυμὸν ἔχουσα
odyssey,23,97,SSSDDA,τίφθ οὕτω πατρὸς ,νοσφίζεαι οὐδὲ παρ αὐτὸν
odyssey,23,98,DSDDDA,ἑζομένη μύθοισιν ,ἀνείρεαι οὐδὲ μεταλλᾷς
odyssey,23,99,SSDSDA,οὐ μέν κ ἄλλη γ ὧδε ,γυνὴ τετληότι θυμῷ
odyssey,23,100,DSSDDA,ἀνδρὸς ἀφεσταίη ,ὅς οἱ κακὰ πολλὰ μογήσας
odyssey,23,101,DSDSDA,ἔλθοι ἐεικοστῷ ,ἔτεϊ ἐς πατρίδα γαῖαν
odyssey,23,102,SDDDDA,σοὶ δ αἰεὶ κραδίη ,στερεωτέρη ἐστὶ λίθοιο
odyssey,23,103,SDDSDA,τὸν δ αὖτε προσέειπε ,περίφρων πηνελόπεια
odyssey,23,104,DSDSDA,‘τέκνον ἐμόν θυμός ,μοι ἐνὶ στήθεσσι τέθηπεν
odyssey,23,105,DSDDDA,οὐδέ τι προσφάσθαι ,δύναμαι ἔπος οὐδ ἐρέεσθαι
odyssey,23,106,SDDDDA,οὐδ εἰς ὦπα ἰδέσθαι ,ἐναντίον εἰ δ ἐτεὸν δὴ
odyssey,23,107,DSDDDA,ἔστ ὀδυσεὺς καὶ οἶκον ,ἱκάνεται ἦ μάλα νῶϊ
odyssey,23,108,DSSDDA,γνωσόμεθ ἀλλήλων ,καὶ λώϊον ἔστι γὰρ ἡμῖν
odyssey,23,109,DSDDDA,σήμαθ ἃ δὴ καὶ νῶϊ ,κεκρυμμένα ἴδμεν ἀπ ἄλλων
odyssey,23,110,DSDSDA,ὣς φάτο μείδησεν ,δὲ πολύτλας δῖος ὀδυσσεύς
odyssey,23,111,DDDDDA,αἶψα δὲ τηλέμαχον ,ἔπεα πτερόεντα προσηύδα
odyssey,23,112,DSDDDA,τηλέμαχ ἦ τοι μητέρ ,ἐνὶ μεγάροισιν ἔασον
odyssey,23,113,SDDDDA,πειράζειν ἐμέθεν ,τάχα δὲ φράσεται καὶ ἄρειον
odyssey,23,114,SDDDDA,νῦν δ ὅττι ῥυπόω ,κακὰ δὲ χροῒ εἵματα εἷμαι
odyssey,23,115,DSDSDA,τοὔνεκ ἀτιμάζει ,με καὶ οὔ πω φησὶ τὸν εἶναι
odyssey,23,116,SSDDDA,ἡμεῖς δὲ φραζώμεθ ,ὅπως ὄχ ἄριστα γένηται
odyssey,23,117,SDDSDA,καὶ γάρ τίς θ ἕνα φῶτα ,κατακτείνας ἐνὶ δήμῳ
odyssey,23,118,SDDSDA,ᾧ μὴ πολλοὶ ἔωσιν ,ἀοσσητῆρες ὀπίσσω
odyssey,23,119,SSDSDA,φεύγει πηούς τε ,προλιπὼν καὶ πατρίδα γαῖαν
odyssey,23,120,SDDDDA,ἡμεῖς δ ἕρμα πόληος ,ἀπέκταμεν οἳ μέγ ἄριστοι
odyssey,23,121,SDDSDA,κούρων εἰν ἰθάκῃ ,τὰ δέ σε φράζεσθαι ἄνωγα
odyssey,23,122,SDSDDA,τὸν δ αὖ τηλέμαχος ,πεπνυμένος ἀντίον ηὔδα
odyssey,23,123,SDDDDA,‘αὐτὸς ταῦτά γε λεῦσσε ,πάτερ φίλε σὴν γὰρ ἀρίστην
odyssey,23,124,DSSDDA,μῆτιν ἐπ ἀνθρώπους ,φάσ ἔμμεναι οὐδέ κέ τίς τοι
odyssey,23,125,DDDSSA,ἄλλος ἀνὴρ ἐρίσειε ,καταθνητῶν ἀνθρώπων
odyssey,23,126,SDDDDA,ἡμεῖς δ ἐμμεμαῶτες ,ἅμ ἑψόμεθ οὐδέ τί φημι
odyssey,23,127,SSDDDA,ἀλκῆς δευήσεσθαι ,ὅση δύναμίς γε πάρεστιν
odyssey,23,128,DDDDDA,τὸν δ ἀπαμειβόμενος ,προσέφη πολύμητις ὀδυσσεύς
odyssey,23,129,DDSDDA,‘τοιγὰρ ἐγὼν ἐρέω ,ὥς μοι δοκεῖ εἶναι ἄριστα
odyssey,23,130,DSDDDA,πρῶτα μὲν ἂρ λούσασθε ,καὶ ἀμφιέσασθε χιτῶνας
odyssey,23,131,SDDDDA,δμῳὰς δ ἐν μεγάροισιν ,ἀνώγετε εἵμαθ ἑλέσθαι
odyssey,23,132,SDDSDA,αὐτὰρ θεῖος ἀοιδὸς ,ἔχων φόρμιγγα λίγειαν
