text,book,line,meter,first_hemistich,second_hemistich
odyssey,20,1,DDSDDA,αὐτὰρ ὁ ἐν προδόμῳ ,εὐνάζετο δῖος ὀδυσσεύς
odyssey,20,2,DSDDDA,κὰμ μὲν ἀδέψητον ,βοέην στόρεσ αὐτὰρ ὕπερθε
odyssey,20,3,DDSSDA,κώεα πόλλ ὀΐων ,τοὺς ἱρεύεσκον ἀχαιοί
odyssey,20,4,DDSDSA,εὐρυνόμη δ ἄρ ἐπὶ ,χλαῖναν βάλε κοιμηθέντι
odyssey,20,5,DSDDDA,ἔνθ ὀδυσεὺς μνηστῆρσι ,κακὰ φρονέων ἐνὶ θυμῷ
odyssey,20,6,SDSDDA,κεῖτ ἐγρηγορόων ,ταὶ δ ἐκ μεγάροιο γυναῖκες
odyssey,20,7,DSDSDA,ἤϊσαν αἳ μνηστῆρσιν ,ἐμισγέσκοντο πάρος περ
odyssey,20,8,SDDDDA,ἀλλήλῃσι γέλω ,τε καὶ εὐφροσύνην παρέχουσαι
odyssey,20,9,SDDSDA,τοῦ δ ὠρίνετο θυμὸς ,ἐνὶ στήθεσσι φίλοισι
odyssey,20,10,DSDDDA,πολλὰ δὲ μερμήριζε ,κατὰ φρένα καὶ κατὰ θυμόν
odyssey,20,11,DSDSDA,ἠὲ μεταΐξας ,θάνατον τεύξειεν ἑκάστῃ
odyssey,20,12,DSDDDA,ἦ ἔτ ἐῷ μνηστῆρσιν ,ὑπερφιάλοισι μιγῆναι
odyssey,20,13,DDDDDA,ὕστατα καὶ πύματα ,κραδίη δέ οἱ ἔνδον ὑλάκτει
odyssey,20,14,DDDDDA,ὡς δὲ κύων ἀμαλῇσι ,περὶ σκυλάκεσσι βεβῶσα
odyssey,20,15,SSDDDA,ἄνδρ ἀγνοιήσασ ,ὑλάει μέμονέν τε μάχεσθαι
odyssey,20,16,DDDDDA,ὥς ῥα τοῦ ἔνδον ὑλάκτει ,ἀγαιομένου κακὰ ἔργα
odyssey,20,17,SSDSDA,στῆθος δὲ πλήξας ,κραδίην ἠνίπαπε μύθῳ
odyssey,20,18,DDSDDA,τέτλαθι δή κραδίη ,καὶ κύντερον ἄλλο ποτ ἔτλης
odyssey,20,19,DDDDDA,ἤματι τῷ ὅτε μοι ,μένος ἄσχετος ἤσθιε κύκλωψ
odyssey,20,20,SDDSDA,ἰφθίμους ἑτάρους ,σὺ δ ἐτόλμας ὄφρα σε μῆτις
odyssey,20,21,DSDDDA,ἐξάγαγ ἐξ ἄντροιο ,ὀϊόμενον θανέεσθαι
odyssey,20,22,DSDDDA,ὣς ἔφατ ἐν στήθεσσι ,καθαπτόμενος φίλον ἦτορ
odyssey,20,23,DSDDSA,τῷ δὲ μάλ ἐν πείσῃ ,κραδίη μένε τετληυῖα
odyssey,20,24,DDDDDA,νωλεμέως ἀτὰρ αὐτὸς ,ἑλίσσετο ἔνθα καὶ ἔνθα
odyssey,20,25,DDDDDA,ὡς δ ὅτε γαστέρ ἀνὴρ ,πολέος πυρὸς αἰθομένοιο
odyssey,20,26,SSDDDA,ἐμπλείην κνίσης ,τε καὶ αἵματος ἔνθα καὶ ἔνθα
odyssey,20,27,SDDDSA,αἰόλλῃ μάλα δ ὦκα ,λιλαίεται ὀπτηθῆναι
odyssey,20,28,DDDDSA,ὣς ἄρ ὅ γ ἔνθα καὶ ἔνθα ,ἑλίσσετο μερμηρίζων
odyssey,20,29,SSDDDA,ὅππως δὴ μνηστῆρσιν ,ἀναιδέσι χεῖρας ἐφήσει
odyssey,20,30,DDDDDA,μοῦνος ἐὼν πολέσι ,σχεδόθεν δέ οἱ ἦλθεν ἀθήνη
odyssey,20,31,DDDSDA,οὐρανόθεν καταβᾶσα ,δέμας δ ἤϊκτο γυναικί
